assembly_accession	organism_name	species_key	assembly_level	status	genome_source	assembly_status	assembly_reason	first_pass_status	locus_n_fraction	locus_longest_n_run	locus_low_complexity	warnings	exon	exon_index	reference_nt	reference_aa_start	reference_aa_end	original_coverage	original_callable_fraction	original_identity	original_confidence	protein_model_aa_coverage	sensitive_blast_coverage	sensitive_blast_identity	sensitive_blast_bitscore	exon_verdict	original_n_context
GCA_017311355.1	Bos frontalis	Bos frontalis	Contig	ok	redownloaded	DISRUPTED_POSSIBLE	At least one original disruption has independent support, but the complete gene model is not decisive.	ok	0.0	0.0	True		exon_2	2	304	65	166	0.0	0.0	0.0	UNRESOLVED	0.0	0.0625	0.8947400000000001	26.5	STILL_POORLY_RECOVERED	"{""length"": 0, ""longest_n_run"": 0, ""n_count"": 0, ""n_fraction"": NaN, ""n_runs"": 0}"
GCA_017311355.1	Bos frontalis	Bos frontalis	Contig	ok	redownloaded	DISRUPTED_POSSIBLE	At least one original disruption has independent support, but the complete gene model is not decisive.	ok	0.0	0.0	True		exon_3	3	837	167	445	0.0	0.0	0.0	UNRESOLVED	0.0	0.0		0.0	STILL_POORLY_RECOVERED	"{""length"": 0, ""longest_n_run"": 0, ""n_count"": 0, ""n_fraction"": NaN, ""n_runs"": 0}"
GCA_017311355.1	Bos frontalis	Bos frontalis	Contig	ok	redownloaded	DISRUPTED_POSSIBLE	At least one original disruption has independent support, but the complete gene model is not decisive.	ok	0.0	0.0	True		exon_4	4	213	446	516	0.8732394366197183	0.8732394366197183	0.9086021505376344	HIGH	0.8732394366197183	1.0	0.8977748444444444	300.3	RECOVERED_CONCORDANT	"{""length"": 386, ""longest_n_run"": 0, ""n_count"": 0, ""n_fraction"": 0.0, ""n_runs"": 0}"
GCA_017311355.1	Bos frontalis	Bos frontalis	Contig	ok	redownloaded	DISRUPTED_POSSIBLE	At least one original disruption has independent support, but the complete gene model is not decisive.	ok	0.0	0.0	True		exon_5	5	124	517	558	0.9919354838709677	0.9919354838709677	0.9024390243902439	HIGH	1.0	0.9919354838709677	0.90244	168.0	RECOVERED_CONCORDANT	"{""length"": 323, ""longest_n_run"": 0, ""n_count"": 0, ""n_fraction"": 0.0, ""n_runs"": 0}"
GCA_017311355.1	Bos frontalis	Bos frontalis	Contig	ok	redownloaded	DISRUPTED_POSSIBLE	At least one original disruption has independent support, but the complete gene model is not decisive.	ok	0.0	0.0	True		exon_6	6	1115	558	929	0.9641255605381166	0.9641255605381166	0.8744186046511628	HIGH	0.9650537634408602	1.0	0.84229	1230.0	RECOVERED_CONCORDANT	"{""length"": 1276, ""longest_n_run"": 0, ""n_count"": 0, ""n_fraction"": 0.0, ""n_runs"": 0}"
GCA_018282235.1	Giraffa camelopardalis antiquorum	Giraffa camelopardalis	Scaffold	ok	redownloaded	UNRESOLVED_ASSEMBLY_GAP	The candidate locus contains substantial ambiguous sequence.	ok	0.019636060414509167	5000.0	True		exon_1	1	194	1	65	0.9742268041237113	0.9742268041237113	0.873015873015873	HIGH	1.0	0.979381443298969	0.86842	227.0	RECOVERED_CONCORDANT	"{""length"": 389, ""longest_n_run"": 0, ""n_count"": 0, ""n_fraction"": 0.0, ""n_runs"": 0}"
GCA_018282235.1	Giraffa camelopardalis antiquorum	Giraffa camelopardalis	Scaffold	ok	redownloaded	UNRESOLVED_ASSEMBLY_GAP	The candidate locus contains substantial ambiguous sequence.	ok	0.019636060414509167	5000.0	True		exon_2	2	304	65	166	0.9967105263157895	0.9967105263157895	0.9075907590759076	HIGH	1.0	1.0	0.90461	415.0	RECOVERED_CONCORDANT	"{""length"": 503, ""longest_n_run"": 0, ""n_count"": 0, ""n_fraction"": 0.0, ""n_runs"": 0}"
GCA_018282235.1	Giraffa camelopardalis antiquorum	Giraffa camelopardalis	Scaffold	ok	redownloaded	UNRESOLVED_ASSEMBLY_GAP	The candidate locus contains substantial ambiguous sequence.	ok	0.019636060414509167	5000.0	True		exon_3	3	837	167	445	0.97610513739546	0.97610513739546	0.8971848225214198	HIGH	0.978494623655914	1.0	0.8747	1035.0	RECOVERED_CONCORDANT	"{""length"": 1018, ""longest_n_run"": 0, ""n_count"": 0, ""n_fraction"": 0.0, ""n_runs"": 0}"
GCA_018282235.1	Giraffa camelopardalis antiquorum	Giraffa camelopardalis	Scaffold	ok	redownloaded	UNRESOLVED_ASSEMBLY_GAP	The candidate locus contains substantial ambiguous sequence.	ok	0.019636060414509167	5000.0	True		exon_4	4	213	446	516	0.9953051643192489	0.9953051643192489	0.8820754716981132	HIGH	1.0	1.0	0.8779299999999999	264.0	RECOVERED_CONCORDANT	"{""length"": 412, ""longest_n_run"": 0, ""n_count"": 0, ""n_fraction"": 0.0, ""n_runs"": 0}"
GCA_018282235.1	Giraffa camelopardalis antiquorum	Giraffa camelopardalis	Scaffold	ok	redownloaded	UNRESOLVED_ASSEMBLY_GAP	The candidate locus contains substantial ambiguous sequence.	ok	0.019636060414509167	5000.0	True		exon_5	5	124	517	558	0.9919354838709677	0.9919354838709677	0.8943089430894309	HIGH	1.0	0.9919354838709677	0.8965524827586207	195.9	RECOVERED_CONCORDANT	"{""length"": 323, ""longest_n_run"": 0, ""n_count"": 0, ""n_fraction"": 0.0, ""n_runs"": 0}"
GCA_018282235.1	Giraffa camelopardalis antiquorum	Giraffa camelopardalis	Scaffold	ok	redownloaded	UNRESOLVED_ASSEMBLY_GAP	The candidate locus contains substantial ambiguous sequence.	ok	0.019636060414509167	5000.0	True		exon_6	6	1115	558	929	0.9955156950672646	0.9955156950672646	0.8855855855855855	HIGH	0.9946236559139785	1.0	0.88161	1412.0	RECOVERED_CONCORDANT	"{""length"": 1310, ""longest_n_run"": 0, ""n_count"": 0, ""n_fraction"": 0.0, ""n_runs"": 0}"
GCA_018282365.1	Bos taurus x Bison bison	Bos taurus x Bison bison	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True		exon_1	1	194	1	65	0.8917525773195877	0.8917525773195877	0.8786127167630058	HIGH	0.9538461538461539	0.8969072164948454	0.8735599999999999	212.0	RECOVERED_CONCORDANT	"{""length"": 373, ""longest_n_run"": 0, ""n_count"": 0, ""n_fraction"": 0.0, ""n_runs"": 0}"
GCA_018282365.1	Bos taurus x Bison bison	Bos taurus x Bison bison	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True		exon_2	2	304	65	166	1.0	1.0	0.9046052631578947	HIGH	1.0	1.0	0.90461	418.0	RECOVERED_CONCORDANT	"{""length"": 504, ""longest_n_run"": 0, ""n_count"": 0, ""n_fraction"": 0.0, ""n_runs"": 0}"
GCA_018282365.1	Bos taurus x Bison bison	Bos taurus x Bison bison	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True		exon_3	3	837	167	445	0.946236559139785	0.946236559139785	0.8787878787878788	HIGH	0.978494623655914	0.966547192353644	0.86032	952.0	RECOVERED_CONCORDANT	"{""length"": 992, ""longest_n_run"": 0, ""n_count"": 0, ""n_fraction"": 0.0, ""n_runs"": 0}"
GCA_018282365.1	Bos taurus x Bison bison	Bos taurus x Bison bison	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True		exon_4	4	213	446	516	0.9953051643192489	0.9953051643192489	0.9009433962264151	HIGH	0.971830985915493	1.0	0.8977818666666667	300.8	RECOVERED_CONCORDANT	"{""length"": 1140, ""longest_n_run"": 0, ""n_count"": 0, ""n_fraction"": 0.0, ""n_runs"": 0}"
GCA_018282365.1	Bos taurus x Bison bison	Bos taurus x Bison bison	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True		exon_5	5	124	517	558	0.9596774193548387	0.9596774193548387	0.8991596638655462	HIGH	1.0	0.9596774193548387	0.9	191.1	RECOVERED_CONCORDANT	"{""length"": 319, ""longest_n_run"": 0, ""n_count"": 0, ""n_fraction"": 0.0, ""n_runs"": 0}"
GCA_018282365.1	Bos taurus x Bison bison	Bos taurus x Bison bison	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True		exon_6	6	1115	558	929	0.9641255605381166	0.9641255605381166	0.8753488372093023	HIGH	0.9650537634408602	1.0	0.84319	1234.0	RECOVERED_CONCORDANT	"{""length"": 1276, ""longest_n_run"": 0, ""n_count"": 0, ""n_fraction"": 0.0, ""n_runs"": 0}"
GCA_018282465.1	Bos taurus x Bison bison	Bos taurus x Bison bison	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True		exon_1	1	194	1	65	0.8917525773195877	0.8917525773195877	0.8728323699421965	HIGH	1.0	0.8969072164948454	0.8678199999999999	207.0	RECOVERED_CONCORDANT	"{""length"": 373, ""longest_n_run"": 0, ""n_count"": 0, ""n_fraction"": 0.0, ""n_runs"": 0}"
GCA_018282465.1	Bos taurus x Bison bison	Bos taurus x Bison bison	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True		exon_2	2	304	65	166	1.0	1.0	0.9078947368421053	HIGH	1.0	1.0	0.90789	423.0	RECOVERED_CONCORDANT	"{""length"": 504, ""longest_n_run"": 0, ""n_count"": 0, ""n_fraction"": 0.0, ""n_runs"": 0}"
GCA_018282465.1	Bos taurus x Bison bison	Bos taurus x Bison bison	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True		exon_3	3	837	167	445	0.942652329749104	0.942652329749104	0.8846641318124208	HIGH	0.978494623655914	0.966547192353644	0.8606699999999999	951.0	RECOVERED_CONCORDANT	"{""length"": 991, ""longest_n_run"": 0, ""n_count"": 0, ""n_fraction"": 0.0, ""n_runs"": 0}"
GCA_018282465.1	Bos taurus x Bison bison	Bos taurus x Bison bison	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True		exon_4	4	213	446	516	0.9953051643192489	0.9953051643192489	0.9056603773584906	HIGH	0.971830985915493	1.0	0.9022199999999998	304.8	RECOVERED_CONCORDANT	"{""length"": 1140, ""longest_n_run"": 0, ""n_count"": 0, ""n_fraction"": 0.0, ""n_runs"": 0}"
GCA_018282465.1	Bos taurus x Bison bison	Bos taurus x Bison bison	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True		exon_5	5	124	517	558	0.9919354838709677	0.9919354838709677	0.9024390243902439	HIGH	1.0	0.9919354838709677	0.9027783333333335	198.1	RECOVERED_CONCORDANT	"{""length"": 323, ""longest_n_run"": 0, ""n_count"": 0, ""n_fraction"": 0.0, ""n_runs"": 0}"
GCA_018282465.1	Bos taurus x Bison bison	Bos taurus x Bison bison	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True		exon_6	6	1115	558	929	0.9641255605381166	0.9641255605381166	0.8762790697674419	HIGH	0.9650537634408602	1.0	0.84409	1239.0	RECOVERED_CONCORDANT	"{""length"": 1276, ""longest_n_run"": 0, ""n_count"": 0, ""n_fraction"": 0.0, ""n_runs"": 0}"
GCA_019145175.1	Ovis aries	Ovis aries	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True		exon_1	1	194	1	65	0.9432989690721649	0.9432989690721649	0.8524590163934426	HIGH	0.9846153846153847	0.9690721649484536	0.8125	179.0	RECOVERED_CONCORDANT	"{""length"": 387, ""longest_n_run"": 0, ""n_count"": 0, ""n_fraction"": 0.0, ""n_runs"": 0}"
GCA_019145175.1	Ovis aries	Ovis aries	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True		exon_2	2	304	65	166	1.0	1.0	0.8947368421052632	HIGH	1.0	1.0	0.8918	398.0	RECOVERED_CONCORDANT	"{""length"": 505, ""longest_n_run"": 0, ""n_count"": 0, ""n_fraction"": 0.0, ""n_runs"": 0}"
GCA_019145175.1	Ovis aries	Ovis aries	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True		exon_3	3	837	167	445	0.959378733572282	0.959378733572282	0.8904109589041096	HIGH	0.96415770609319	0.98805256869773	0.8635286352657005	994.0	RECOVERED_CONCORDANT	"{""length"": 1164, ""longest_n_run"": 0, ""n_count"": 0, ""n_fraction"": 0.0, ""n_runs"": 0}"
GCA_019145175.1	Ovis aries	Ovis aries	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True		exon_4	4	213	446	516	0.8732394366197183	0.8732394366197183	0.8978494623655914	HIGH	1.0	1.0	0.8800016444444445	282.3	RECOVERED_CONCORDANT	"{""length"": 386, ""longest_n_run"": 0, ""n_count"": 0, ""n_fraction"": 0.0, ""n_runs"": 0}"
GCA_019145175.1	Ovis aries	Ovis aries	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True		exon_5	5	124	517	558	0.9919354838709677	0.9919354838709677	0.9024390243902439	HIGH	1.0	0.9919354838709677	0.90244	168.0	RECOVERED_CONCORDANT	"{""length"": 323, ""longest_n_run"": 0, ""n_count"": 0, ""n_fraction"": 0.0, ""n_runs"": 0}"
GCA_019145175.1	Ovis aries	Ovis aries	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True		exon_6	6	1115	558	929	0.9524663677130045	0.9524663677130045	0.871939736346516	HIGH	0.967741935483871	0.9847533632286996	0.84182	1212.0	RECOVERED_CONCORDANT	"{""length"": 1264, ""longest_n_run"": 0, ""n_count"": 0, ""n_fraction"": 0.0, ""n_runs"": 0}"
GCA_018804185.1	Ovis aries	Ovis aries	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True		exon_1	1	194	1	65	0.9432989690721649	0.9432989690721649	0.8524590163934426	HIGH	0.9846153846153847	0.9690721649484536	0.8125	179.0	RECOVERED_CONCORDANT	"{""length"": 387, ""longest_n_run"": 0, ""n_count"": 0, ""n_fraction"": 0.0, ""n_runs"": 0}"
GCA_018804185.1	Ovis aries	Ovis aries	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True		exon_2	2	304	65	166	0.993421052631579	0.993421052631579	0.8940397350993378	HIGH	1.0	1.0	0.8852500000000001	387.0	RECOVERED_CONCORDANT	"{""length"": 503, ""longest_n_run"": 0, ""n_count"": 0, ""n_fraction"": 0.0, ""n_runs"": 0}"
GCA_018804185.1	Ovis aries	Ovis aries	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True		exon_3	3	837	167	445	0.959378733572282	0.959378733572282	0.8854296388542964	HIGH	0.9605734767025089	0.98805256869773	0.8597295646916566	982.0	RECOVERED_CONCORDANT	"{""length"": 1163, ""longest_n_run"": 0, ""n_count"": 0, ""n_fraction"": 0.0, ""n_runs"": 0}"
GCA_018804185.1	Ovis aries	Ovis aries	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True		exon_4	4	213	446	516	0.8732394366197183	0.8732394366197183	0.8978494623655914	HIGH	0.971830985915493	1.0	0.8800016444444445	282.3	RECOVERED_CONCORDANT	"{""length"": 386, ""longest_n_run"": 0, ""n_count"": 0, ""n_fraction"": 0.0, ""n_runs"": 0}"
GCA_018804185.1	Ovis aries	Ovis aries	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True		exon_5	5	124	517	558	0.9919354838709677	0.9919354838709677	0.9024390243902439	HIGH	1.0	0.9919354838709677	0.90244	168.0	RECOVERED_CONCORDANT	"{""length"": 323, ""longest_n_run"": 0, ""n_count"": 0, ""n_fraction"": 0.0, ""n_runs"": 0}"
GCA_018804185.1	Ovis aries	Ovis aries	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True		exon_6	6	1115	558	929	0.9524663677130045	0.9524663677130045	0.8700564971751412	HIGH	0.967741935483871	0.9847533632286996	0.84	1203.0	RECOVERED_CONCORDANT	"{""length"": 1264, ""longest_n_run"": 0, ""n_count"": 0, ""n_fraction"": 0.0, ""n_runs"": 0}"
GCA_019320065.1	Cervus canadensis	Cervus canadensis	Chromosome	ok	redownloaded	UNRESOLVED_ASSEMBLY_GAP	The candidate locus contains substantial ambiguous sequence.	ok	0.0003875570920041159	100.0	True		exon_1	1	194	1	65	0.9639175257731959	0.9639175257731959	0.8770053475935828	HIGH	1.0	0.9690721649484536	0.8723399999999999	228.0	RECOVERED_CONCORDANT	"{""length"": 387, ""longest_n_run"": 0, ""n_count"": 0, ""n_fraction"": 0.0, ""n_runs"": 0}"
GCA_019320065.1	Cervus canadensis	Cervus canadensis	Chromosome	ok	redownloaded	UNRESOLVED_ASSEMBLY_GAP	The candidate locus contains substantial ambiguous sequence.	ok	0.0003875570920041159	100.0	True		exon_2	2	304	65	166	0.9703947368421053	0.9703947368421053	0.911864406779661	HIGH	0.9901960784313726	0.9967105263157895	0.8878222756410257	400.0	RECOVERED_CONCORDANT	"{""length"": 1317, ""longest_n_run"": 0, ""n_count"": 0, ""n_fraction"": 0.0, ""n_runs"": 0}"
GCA_019320065.1	Cervus canadensis	Cervus canadensis	Chromosome	ok	redownloaded	UNRESOLVED_ASSEMBLY_GAP	The candidate locus contains substantial ambiguous sequence.	ok	0.0003875570920041159	100.0	True		exon_3	3	837	167	445	0.980884109916368	0.980884109916368	0.8855054811205847	HIGH	0.989247311827957	1.0	0.8530053472222222	997.0	RECOVERED_CONCORDANT	"{""length"": 1299, ""longest_n_run"": 0, ""n_count"": 0, ""n_fraction"": 0.0, ""n_runs"": 0}"
GCA_019320065.1	Cervus canadensis	Cervus canadensis	Chromosome	ok	redownloaded	UNRESOLVED_ASSEMBLY_GAP	The candidate locus contains substantial ambiguous sequence.	ok	0.0003875570920041159	100.0	True		exon_4	4	213	446	516	0.0	0.0	0.0	UNRESOLVED	0.8309859154929577	0.19248826291079812	0.926829268292683	62.9	RESCUED_AT_PROTEIN_LEVEL	"{""length"": 0, ""longest_n_run"": 0, ""n_count"": 0, ""n_fraction"": NaN, ""n_runs"": 0}"
GCA_019320065.1	Cervus canadensis	Cervus canadensis	Chromosome	ok	redownloaded	UNRESOLVED_ASSEMBLY_GAP	The candidate locus contains substantial ambiguous sequence.	ok	0.0003875570920041159	100.0	True		exon_5	5	124	517	558	0.9919354838709677	0.9919354838709677	0.8861788617886179	HIGH	1.0	0.9919354838709677	0.88618	159.0	RECOVERED_CONCORDANT	"{""length"": 323, ""longest_n_run"": 0, ""n_count"": 0, ""n_fraction"": 0.0, ""n_runs"": 0}"
GCA_019320065.1	Cervus canadensis	Cervus canadensis	Chromosome	ok	redownloaded	UNRESOLVED_ASSEMBLY_GAP	The candidate locus contains substantial ambiguous sequence.	ok	0.0003875570920041159	100.0	True		exon_6	6	1115	558	929	0.9551569506726457	0.9551569506726457	0.8723004694835681	HIGH	0.9543010752688172	1.0	0.83318	1200.0	RECOVERED_CONCORDANT	"{""length"": 1265, ""longest_n_run"": 0, ""n_count"": 0, ""n_fraction"": 0.0, ""n_runs"": 0}"
GCA_019593525.1	Addax nasomaculatus	Addax nasomaculatus	Scaffold	ok	redownloaded	UNRESOLVED_ASSEMBLY_GAP	The candidate locus contains substantial ambiguous sequence.	ok	0.11459078841048136	8898.0	True		exon_1	1	194	1	65	0.9432989690721649	0.9432989690721649	0.8688524590163934	HIGH	0.9846153846153847	0.9690721649484536	0.84127	198.0	RECOVERED_CONCORDANT	"{""length"": 384, ""longest_n_run"": 0, ""n_count"": 0, ""n_fraction"": 0.0, ""n_runs"": 0}"
GCA_019593525.1	Addax nasomaculatus	Addax nasomaculatus	Scaffold	ok	redownloaded	UNRESOLVED_ASSEMBLY_GAP	The candidate locus contains substantial ambiguous sequence.	ok	0.11459078841048136	8898.0	True		exon_2	2	304	65	166	1.0	1.0	0.8914473684210527	HIGH	1.0	1.0	0.8842688427299703	426.8	RECOVERED_CONCORDANT	"{""length"": 505, ""longest_n_run"": 0, ""n_count"": 0, ""n_fraction"": 0.0, ""n_runs"": 0}"
GCA_019593525.1	Addax nasomaculatus	Addax nasomaculatus	Scaffold	ok	redownloaded	UNRESOLVED_ASSEMBLY_GAP	The candidate locus contains substantial ambiguous sequence.	ok	0.11459078841048136	8898.0	True		exon_3	3	837	167	445	0.9713261648745519	0.9713261648745519	0.8892988929889298	HIGH	0.967741935483871	0.992831541218638	0.872791625441696	1044.7	RECOVERED_CONCORDANT	"{""length"": 1157, ""longest_n_run"": 0, ""n_count"": 0, ""n_fraction"": 0.0, ""n_runs"": 0}"
GCA_019593525.1	Addax nasomaculatus	Addax nasomaculatus	Scaffold	ok	redownloaded	UNRESOLVED_ASSEMBLY_GAP	The candidate locus contains substantial ambiguous sequence.	ok	0.11459078841048136	8898.0	True		exon_4	4	213	446	516	0.8732394366197183	0.8732394366197183	0.9032258064516129	HIGH	1.0	1.0	0.8769253846153846	320.3	RECOVERED_CONCORDANT	"{""length"": 387, ""longest_n_run"": 0, ""n_count"": 0, ""n_fraction"": 0.0, ""n_runs"": 0}"
GCA_019593525.1	Addax nasomaculatus	Addax nasomaculatus	Scaffold	ok	redownloaded	UNRESOLVED_ASSEMBLY_GAP	The candidate locus contains substantial ambiguous sequence.	ok	0.11459078841048136	8898.0	True		exon_5	5	124	517	558	0.9919354838709677	0.9919354838709677	0.8943089430894309	HIGH	1.0	0.9919354838709677	0.8965524827586207	195.9	RECOVERED_CONCORDANT	"{""length"": 323, ""longest_n_run"": 0, ""n_count"": 0, ""n_fraction"": 0.0, ""n_runs"": 0}"
GCA_019593525.1	Addax nasomaculatus	Addax nasomaculatus	Scaffold	ok	redownloaded	UNRESOLVED_ASSEMBLY_GAP	The candidate locus contains substantial ambiguous sequence.	ok	0.11459078841048136	8898.0	True		exon_6	6	1115	558	929	0.9533632286995516	0.9533632286995516	0.8720602069614299	HIGH	0.967741935483871	0.9847533632286996	0.8419599999999999	1214.0	RECOVERED_CONCORDANT	"{""length"": 1266, ""longest_n_run"": 0, ""n_count"": 0, ""n_fraction"": 0.0, ""n_runs"": 0}"
GCA_019903745.2	Rangifer tarandus caribou	Rangifer tarandus	Chromosome	ok	redownloaded	UNRESOLVED_ASSEMBLY_GAP	The candidate locus contains substantial ambiguous sequence.	ok	0.15433486406275862	57874.0	True		exon_1	1	194	1	65	0.979381443298969	0.979381443298969	0.868421052631579	HIGH	1.0	0.979381443298969	0.86842	231.0	RECOVERED_CONCORDANT	"{""length"": 390, ""longest_n_run"": 0, ""n_count"": 0, ""n_fraction"": 0.0, ""n_runs"": 0}"
GCA_019903745.2	Rangifer tarandus caribou	Rangifer tarandus	Chromosome	ok	redownloaded	UNRESOLVED_ASSEMBLY_GAP	The candidate locus contains substantial ambiguous sequence.	ok	0.15433486406275862	57874.0	True		exon_2	2	304	65	166	0.9703947368421053	0.9703947368421053	0.9152542372881356	HIGH	0.9803921568627451	1.0	0.8888929523809525	402.0	RECOVERED_CONCORDANT	"{""length"": 1316, ""longest_n_run"": 0, ""n_count"": 0, ""n_fraction"": 0.0, ""n_runs"": 0}"
GCA_019903745.2	Rangifer tarandus caribou	Rangifer tarandus	Chromosome	ok	redownloaded	UNRESOLVED_ASSEMBLY_GAP	The candidate locus contains substantial ambiguous sequence.	ok	0.15433486406275862	57874.0	True		exon_3	3	837	167	445	0.978494623655914	0.978494623655914	0.8827838827838828	HIGH	0.978494623655914	1.0	0.8483804513888888	981.0	RECOVERED_CONCORDANT	"{""length"": 1297, ""longest_n_run"": 0, ""n_count"": 0, ""n_fraction"": 0.0, ""n_runs"": 0}"
GCA_019903745.2	Rangifer tarandus caribou	Rangifer tarandus	Chromosome	ok	redownloaded	UNRESOLVED_ASSEMBLY_GAP	The candidate locus contains substantial ambiguous sequence.	ok	0.15433486406275862	57874.0	True		exon_4	4	213	446	516	0.8732394366197183	0.8732394366197183	0.8978494623655914	HIGH	1.0	1.0	0.8844468000000001	286.8	RECOVERED_CONCORDANT	"{""length"": 386, ""longest_n_run"": 0, ""n_count"": 0, ""n_fraction"": 0.0, ""n_runs"": 0}"
GCA_019903745.2	Rangifer tarandus caribou	Rangifer tarandus	Chromosome	ok	redownloaded	UNRESOLVED_ASSEMBLY_GAP	The candidate locus contains substantial ambiguous sequence.	ok	0.15433486406275862	57874.0	True		exon_5	5	124	517	558	0.9919354838709677	0.9919354838709677	0.8943089430894309	HIGH	1.0	0.9919354838709677	0.8943099999999999	164.0	RECOVERED_CONCORDANT	"{""length"": 323, ""longest_n_run"": 0, ""n_count"": 0, ""n_fraction"": 0.0, ""n_runs"": 0}"
GCA_019903745.2	Rangifer tarandus caribou	Rangifer tarandus	Chromosome	ok	redownloaded	UNRESOLVED_ASSEMBLY_GAP	The candidate locus contains substantial ambiguous sequence.	ok	0.15433486406275862	57874.0	True		exon_6	6	1115	558	929	0.9479820627802691	0.9479820627802691	0.8722800378429517	HIGH	0.9489247311827957	1.0	0.82691	1162.0	RECOVERED_CONCORDANT	"{""length"": 1257, ""longest_n_run"": 0, ""n_count"": 0, ""n_fraction"": 0.0, ""n_runs"": 0}"
GCA_019923925.1	Bubalus bubalis	Bubalus bubalis	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True		exon_1	1	194	1	65	0.0	0.0	0.0	UNRESOLVED	0.0	0.15463917525773196	0.83333	32.8	STILL_POORLY_RECOVERED	"{""length"": 0, ""longest_n_run"": 0, ""n_count"": 0, ""n_fraction"": NaN, ""n_runs"": 0}"
GCA_019923925.1	Bubalus bubalis	Bubalus bubalis	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True		exon_2	2	304	65	166	0.0	0.0	0.0	UNRESOLVED	0.00980392156862745	0.0		0.0	STILL_POORLY_RECOVERED	"{""length"": 0, ""longest_n_run"": 0, ""n_count"": 0, ""n_fraction"": NaN, ""n_runs"": 0}"
GCA_019923925.1	Bubalus bubalis	Bubalus bubalis	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True		exon_3	3	837	167	445	0.931899641577061	0.931899641577061	0.8807692307692307	HIGH	0.96415770609319	0.966547192353644	0.8492000000000001	922.0	RECOVERED_CONCORDANT	"{""length"": 980, ""longest_n_run"": 0, ""n_count"": 0, ""n_fraction"": 0.0, ""n_runs"": 0}"
