assembly_accession	organism_name	species_key	assembly_level	status	genome_source	assembly_status	assembly_reason	first_pass_status	locus_n_fraction	locus_longest_n_run	locus_low_complexity	warnings
GCA_018282365.1	Bos taurus x Bison bison	Bos taurus x Bison bison	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_018282465.1	Bos taurus x Bison bison	Bos taurus x Bison bison	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_019145175.1	Ovis aries	Ovis aries	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_018804185.1	Ovis aries	Ovis aries	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_019320065.1	Cervus canadensis	Cervus canadensis	Chromosome	ok	redownloaded	UNRESOLVED_ASSEMBLY_GAP	The candidate locus contains substantial ambiguous sequence.	ok	0.0003875570920041159	100.0	True	
GCA_019593525.1	Addax nasomaculatus	Addax nasomaculatus	Scaffold	ok	redownloaded	UNRESOLVED_ASSEMBLY_GAP	The candidate locus contains substantial ambiguous sequence.	ok	0.11459078841048136	8898.0	True	
GCA_019903745.2	Rangifer tarandus caribou	Rangifer tarandus	Chromosome	ok	redownloaded	UNRESOLVED_ASSEMBLY_GAP	The candidate locus contains substantial ambiguous sequence.	ok	0.15433486406275862	57874.0	True	
GCA_019923925.1	Bubalus bubalis	Bubalus bubalis	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_019923935.1	Bubalus bubalis	Bubalus bubalis	Chromosome	ok	redownloaded	UNRESOLVED_ASSEMBLY_GAP	The candidate locus contains substantial ambiguous sequence.	ok	0.0001923572612942566	100.0	True	
GCA_020226025.1	Muntiacus gongshanensis	Muntiacus gongshanensis	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_019969365.1	Nanger dama ruficollis	Nanger dama	Scaffold	ok	redownloaded	UNRESOLVED_ASSEMBLY_GAP	The candidate locus contains substantial ambiguous sequence.	ok	0.0016291920177349188	400.0	True	
GCA_020226045.1	Muntiacus reevesi	Muntiacus reevesi	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_020226075.1	Hydropotes inermis	Hydropotes inermis	Chromosome	ok	redownloaded	UNRESOLVED_ASSEMBLY_GAP	The candidate locus contains substantial ambiguous sequence.	ok	0.0220103986135182	5000.0	True	
GCA_020226055.1	Muntiacus crinifrons	Muntiacus crinifrons	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_020276665.1	Muntiacus crinifrons	Muntiacus crinifrons	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_020976825.1	Odocoileus hemionus	Odocoileus hemionus	Chromosome	ok	redownloaded	UNRESOLVED	Evidence is insufficient for either a confident intact or disrupted classification.	ok	0.0	0.0	True	
GCA_021018665.1	Elaphurus davidianus	Elaphurus davidianus	Scaffold	ok	redownloaded	UNRESOLVED_ASSEMBLY_GAP	The candidate locus contains substantial ambiguous sequence.	ok	0.024476268602428474	5602.0	True	
GCA_021018645.1	Antilocapra americana	Antilocapra americana	Scaffold	ok	redownloaded	UNRESOLVED_ASSEMBLY_GAP	The candidate locus contains substantial ambiguous sequence.	ok	0.02106925810707991	3702.0	True	
GCA_021018685.1	Okapia johnstoni	Okapia johnstoni	Scaffold	ok	redownloaded	UNRESOLVED_ASSEMBLY_GAP	The candidate locus contains substantial ambiguous sequence.	ok	0.012846917641910165	3999.0	True	
GCA_021234555.1	Bos taurus	Bos taurus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_021325815.1	Ovis aries	Ovis aries	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_021325835.1	Ovis aries	Ovis aries	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_021325855.1	Ovis aries	Ovis aries	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_021325865.1	Ovis aries	Ovis aries	Contig	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_021325875.1	Ovis aries	Ovis aries	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_021325905.1	Ovis aries	Ovis aries	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_021325935.1	Ovis aries	Ovis aries	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_021326735.1	Ovis aries	Ovis aries	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_021326705.1	Ovis aries	Ovis aries	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_021326975.1	Ovis aries	Ovis aries	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_021327145.1	Ovis aries	Ovis aries	Contig	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_021327245.1	Ovis aries	Ovis aries	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_021327285.1	Ovis aries	Ovis aries	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_021327305.1	Ovis aries	Ovis aries	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_021327315.1	Ovis aries	Ovis aries	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_021327335.1	Ovis aries	Ovis aries	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_021327355.1	Ovis aries	Ovis aries	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_021327395.1	Ovis aries	Ovis aries	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_021327375.1	Ovis aries	Ovis aries	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_021327435.1	Ovis aries	Ovis aries	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_021328935.1	Ovis aries	Ovis aries	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_021328945.1	Ovis aries	Ovis aries	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_021328955.1	Ovis aries	Ovis aries	Contig	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_021347905.1	Bos taurus	Bos taurus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_021328995.1	Ovis aries	Ovis aries	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_021462335.1	Ovibos moschatus	Ovibos moschatus	Scaffold	ok	redownloaded	UNRESOLVED_ASSEMBLY_GAP	The candidate locus contains substantial ambiguous sequence.	ok	0.019115802755999414	9937.0	True	
GCA_022244695.1	Ovis aries	Ovis aries	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_022244705.1	Ovis aries	Ovis aries	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_022376915.1	Moschus berezovskii	Moschus berezovskii	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_022376925.1	Tragulus kanchil	Tragulus kanchil	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	1.9318706496687806e-06	1.0	True	
GCA_022416685.1	Ovis aries	Ovis aries	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_022416725.1	Ovis aries	Ovis aries	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_022416695.1	Ovis aries	Ovis aries	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_022416745.1	Ovis aries	Ovis aries	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_022416755.1	Ovis aries	Ovis aries	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_022416775.1	Ovis aries	Ovis aries	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_022416785.1	Ovis aries	Ovis aries	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_022432825.1	Ovis aries	Ovis aries	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_022416915.1	Ovis aries	Ovis aries	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_022432835.1	Ovis aries	Ovis aries	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_022457185.1	Rangifer tarandus	Rangifer tarandus	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_022457235.1	Tragulus javanicus	Tragulus javanicus	Scaffold	ok	redownloaded	UNRESOLVED_ASSEMBLY_GAP	The candidate locus contains substantial ambiguous sequence.	ok	0.3864497998356266	10994.0	True	
GCA_022432845.1	Ovis aries	Ovis aries	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_022533635.2	Ovibos moschatus	Ovibos moschatus	Scaffold	ok	redownloaded	UNRESOLVED_ASSEMBLY_GAP	The candidate locus contains substantial ambiguous sequence.	ok	0.11279119881173184	39792.0	True	
GCA_022538005.1	Ovis aries	Ovis aries	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_022702505.1	Ovis aries	Ovis aries	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_023699985.4	Odocoileus virginianus	Odocoileus virginianus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_022702665.1	Ovis aries	Ovis aries	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_023091745.2	Budorcas taxicolor	Budorcas taxicolor	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_023701655.1	Ovis ammon polii x Ovis aries	Ovis ammon polii x Ovis aries	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_024222135.1	Ovis aries	Ovis aries	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_024222175.1	Ovis aries	Ovis aries	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_023701675.1	Ovis ammon polii x Ovis aries	Ovis ammon polii x Ovis aries	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_024222185.1	Ovis aries	Ovis aries	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_024291935.2	Okapia johnstoni	Okapia johnstoni	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_024256485.1	Ovis aries	Ovis aries	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_024222265.1	Ovis aries	Ovis aries	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_024256505.1	Ovis aries	Ovis aries	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_024542955.1	Bos taurus	Bos taurus	Scaffold	ok	redownloaded	UNRESOLVED_ASSEMBLY_GAP	The candidate locus contains substantial ambiguous sequence.	ok	0.06469222974077343	3574.0	True	
GCA_025584935.1	Bubalus depressicornis	Bubalus depressicornis	Scaffold	ok	redownloaded	DISRUPTED_POSSIBLE	At least one original disruption has independent support, but the complete gene model is not decisive.	ok	0.0	0.0	True	
GCA_026262375.1	Bos indicus	Bos indicus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_026262515.1	Bos indicus	Bos indicus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_026262465.1	Bos indicus	Bos indicus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_026262545.1	Bos indicus	Bos indicus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_026652205.1	Capra hircus	Capra hircus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_027580245.1	Bos grunniens	Bos grunniens	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_027580195.2	Bos mutus	Bos mutus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_028583565.1	Ovis ammon polii	Ovis ammon	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_028973685.2	Bos taurus	Bos taurus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_029378735.1	Bos indicus	Bos indicus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_029378745.1	Bos indicus	Bos indicus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_029407905.2	Bubalus kerabau	Bubalus kerabau	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_030267345.1	Bos indicus	Bos indicus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_030254855.1	Bos taurus x Bison bison	Bos taurus x Bison bison	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_030267355.1	Bos indicus	Bos indicus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_030269505.1	Bos indicus	Bos indicus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_030267375.1	Bos indicus	Bos indicus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_030269805.1	Bos indicus	Bos indicus	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_030269815.1	Bos indicus	Bos indicus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_030270685.1	Bos indicus	Bos indicus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_030270705.1	Bos indicus	Bos indicus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_030270715.1	Bos indicus	Bos indicus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_030270725.1	Bos indicus	Bos indicus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_030270805.1	Bos indicus	Bos indicus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_030270825.1	Bos indicus	Bos indicus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_030270845.1	Bos indicus	Bos indicus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_030270855.1	Bos indicus	Bos indicus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_030270865.1	Bos indicus	Bos indicus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_030270935.1	Bos indicus	Bos indicus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_030270945.1	Bos indicus	Bos indicus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_030378505.1	Bos taurus	Bos taurus	Chromosome	ok	redownloaded	UNRESOLVED	No analyzable first-pass locus and no rescue model.	no_blast_hit				Original locus could not be extracted; local rescue unavailable.
GCA_030512445.1	Ovis aries	Ovis aries	Chromosome	ok	redownloaded	UNRESOLVED	No analyzable first-pass locus and no rescue model.	no_blast_hit				Original locus could not be extracted; local rescue unavailable.
GCA_030270955.1	Bos indicus	Bos indicus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_030270995.1	Bos indicus	Bos indicus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_030271795.1	Bos indicus	Bos indicus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_030271805.1	Bos indicus	Bos indicus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_030272135.1	Bos indicus	Bos indicus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_030272475.1	Bos indicus	Bos indicus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_030272495.1	Bos indicus	Bos indicus	Chromosome	ok	redownloaded	UNRESOLVED_ASSEMBLY_GAP	The candidate locus contains substantial ambiguous sequence.	ok	0.00038471526261625615	100.0	True	
GCA_030272235.1	Bos indicus	Bos indicus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_030272505.1	Bos indicus	Bos indicus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_030847515.1	Bos indicus	Bos indicus	Scaffold	ok	redownloaded	DISRUPTED_POSSIBLE	At least one original disruption has independent support, but the complete gene model is not decisive.	ok	0.0	0.0	True	
GCA_032433645.1	Ovis aries	Ovis aries	Contig	ok	redownloaded	DISRUPTED_POSSIBLE	At least one original disruption has independent support, but the complete gene model is not decisive.	ok	0.0	0.0	False	
GCA_032405125.2	Capricornis sumatraensis	Capricornis sumatraensis	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_033030755.1	Bos indicus	Bos indicus	Contig	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_032452875.1	Bos javanicus	Bos javanicus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_033032115.1	Bos taurus	Bos taurus	Contig	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_033439445.1	Ovis aries	Ovis aries	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_034195675.1	Cervus nippon	Cervus nippon	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_034097375.1	Bos taurus	Bos taurus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_033118175.2	Dama dama	Dama dama	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_034233915.1	Rucervus eldii siamensis	Rucervus eldii	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_034234005.1	Rucervus eldii thamin	Rucervus eldii	Scaffold	ok	redownloaded	UNRESOLVED_ASSEMBLY_GAP	The candidate locus contains substantial ambiguous sequence.	ok	0.01067002657345635	113.0	True	
GCA_038502695.1	Capra falconeri	Capra falconeri	Scaffold	ok	redownloaded	DISRUPTED_POSSIBLE	At least one original disruption has independent support, but the complete gene model is not decisive.	ok	0.0	0.0	True	
GCA_038501445.1	Rusa alfredi	Rusa alfredi	Scaffold	ok	redownloaded	UNRESOLVED_ASSEMBLY_GAP	The candidate locus contains substantial ambiguous sequence.	ok	0.004293663365187674	100.0	True	
GCA_038088365.1	Cervus nippon	Cervus nippon	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_039877825.1	Muntiacus vaginalis	Muntiacus vaginalis	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_039881165.1	Bos indicus	Bos indicus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_039881175.1	Bos taurus	Bos taurus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_040085125.1	Cervus nippon	Cervus nippon	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_040259355.1	Ovis aries	Ovis aries	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_040285425.1	Bos taurus	Bos taurus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_040182635.1	Pantholops hodgsonii	Pantholops hodgsonii	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
