accession	organism_name	species	assembly_level	assembly_status	species_status	source	callable_fraction	reconstructed_fraction	n_fraction	explicit_deleted_nt	insertion_nt	sensitive_rescued_nt	internal_stop_count_naive	frame_remainder	supported_events	rescued_events	quality_score	warnings
GCA_021327245.1	Ovis aries	Ovis aries	Scaffold	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_plus_refiner_sensitive_remnant	0.9677072120559742	0.9677072120559742	0.010964912280701754	60	9	26	31	0	16	0	172.53507304633283	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_021327285.1	Ovis aries	Ovis aries	Scaffold	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_plus_refiner_sensitive_remnant	0.9634015069967707	0.9634015069967707	0.012472487160674981	68	7	26	23	2	14	0	172.07349688320969	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_021327305.1	Ovis aries	Ovis aries	Scaffold	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_plus_refiner_sensitive_remnant	0.9634015069967707	0.9634015069967707	0.012472487160674981	68	7	26	23	2	14	0	172.07349688320969	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_021327315.1	Ovis aries	Ovis aries	Scaffold	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_plus_refiner_sensitive_remnant	0.9677072120559742	0.9677072120559742	0.010968921389396709	60	8	26	28	2	15	0	172.53503295524587	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_021327335.1	Ovis aries	Ovis aries	Scaffold	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_plus_refiner_sensitive_remnant	0.9634015069967707	0.9634015069967707	0.012472487160674981	68	7	26	23	2	14	0	172.07349688320969	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_021327355.1	Ovis aries	Ovis aries	Scaffold	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_plus_refiner_sensitive_remnant	0.9634015069967707	0.9634015069967707	0.012472487160674981	68	7	26	23	2	14	0	172.07349688320969	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_021327375.1	Ovis aries	Ovis aries	Scaffold	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_plus_refiner_sensitive_remnant	0.9634015069967707	0.9634015069967707	0.012472487160674981	68	7	26	23	2	14	0	172.07349688320969	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_021327395.1	Ovis aries	Ovis aries	Scaffold	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_plus_refiner_sensitive_remnant	0.9677072120559742	0.9677072120559742	0.010968921389396709	60	8	26	28	2	15	0	172.53503295524587	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_021327435.1	Ovis aries	Ovis aries	Scaffold	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_plus_refiner_sensitive_remnant	0.9677072120559742	0.9677072120559742	0.010964912280701754	60	9	26	31	0	16	0	172.53507304633283	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_021328935.1	Ovis aries	Ovis aries	Scaffold	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_plus_refiner_sensitive_remnant	0.9677072120559742	0.9677072120559742	0.010968921389396709	60	8	26	28	2	15	0	172.53503295524587	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_021328945.1	Ovis aries	Ovis aries	Scaffold	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_plus_refiner_sensitive_remnant	0.9677072120559742	0.9677072120559742	0.010968921389396709	60	8	26	28	2	15	0	172.53503295524587	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_021328955.1	Ovis aries	Ovis aries	Contig	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_plus_refiner_sensitive_remnant	0.9634015069967707	0.9634015069967707	0.012472487160674981	68	7	26	23	2	14	0	169.07349688320969	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_021328995.1	Ovis aries	Ovis aries	Scaffold	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_plus_refiner_sensitive_remnant	0.9677072120559742	0.9677072120559742	0.010968921389396709	60	8	26	28	2	15	0	172.53503295524587	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_021347905.1	Bos taurus	Bos taurus	Chromosome	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.9587369931826336	0.9587369931826336	0.019428152492668622	62	3	0	40	1	16	0	174.60773320552306	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_021462335.1	Ovibos moschatus	Ovibos moschatus	Scaffold	UNRESOLVED_ASSEMBLY_GAP	DISRUPTED_LIKELY	first_pass_reference_anchored_remnant	0.9684248295658414	0.9684248295658414	0.010948905109489052	58	11	0	41	1	15	0	122.60699486903164	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_022244695.1	Ovis aries	Ovis aries	Chromosome	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_plus_refiner_sensitive_remnant	0.9634015069967707	0.9634015069967707	0.012472487160674981	68	7	26	23	2	14	0	175.07349688320969	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_022244705.1	Ovis aries	Ovis aries	Chromosome	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_plus_refiner_sensitive_remnant	0.9677072120559742	0.9677072120559742	0.010968921389396709	60	8	26	28	2	15	0	175.53503295524587	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_022376915.1	Moschus berezovskii	Moschus berezovskii	Scaffold	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_plus_refiner_sensitive_remnant	0.976318622174381	0.976318622174381	0.0036603221083455345	56	1	26	39	2	11	0	173.50661808851407	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_022376925.1	Tragulus kanchil	Tragulus kanchil	Scaffold	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_reference_anchored_remnant	0.5313957660566918	0.5313957660566918	0.4618945868945869	9	30	0	17	0	6	0	122.42409410601772	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_022416685.1	Ovis aries	Ovis aries	Chromosome	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_plus_refiner_sensitive_remnant	0.9634015069967707	0.9634015069967707	0.012472487160674981	68	7	26	23	2	14	0	175.07349688320969	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_022416695.1	Ovis aries	Ovis aries	Chromosome	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_plus_refiner_sensitive_remnant	0.9634015069967707	0.9634015069967707	0.012472487160674981	68	7	26	23	2	14	0	175.07349688320969	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_022416725.1	Ovis aries	Ovis aries	Chromosome	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_plus_refiner_sensitive_remnant	0.9634015069967707	0.9634015069967707	0.012472487160674981	68	7	26	23	2	14	0	175.07349688320969	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_022416745.1	Ovis aries	Ovis aries	Chromosome	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_plus_refiner_sensitive_remnant	0.9677072120559742	0.9677072120559742	0.010964912280701754	60	9	26	31	0	16	0	175.53507304633283	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_022416755.1	Ovis aries	Ovis aries	Chromosome	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_plus_refiner_sensitive_remnant	0.9677072120559742	0.9677072120559742	0.010968921389396709	60	8	26	28	2	15	0	175.53503295524587	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_022416775.1	Ovis aries	Ovis aries	Chromosome	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_plus_refiner_sensitive_remnant	0.9677072120559742	0.9677072120559742	0.010964912280701754	60	9	26	31	0	16	0	175.53507304633283	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_022416785.1	Ovis aries	Ovis aries	Chromosome	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_plus_refiner_sensitive_remnant	0.9634015069967707	0.9634015069967707	0.012472487160674981	68	7	26	23	2	14	0	175.07349688320969	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_022416915.1	Ovis aries	Ovis aries	Chromosome	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_plus_refiner_sensitive_remnant	0.9677072120559742	0.9677072120559742	0.010968921389396709	60	8	26	28	2	15	0	175.53503295524587	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_022432825.1	Ovis aries	Ovis aries	Chromosome	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_plus_refiner_sensitive_remnant	0.9634015069967707	0.9634015069967707	0.012472487160674981	68	7	26	23	2	14	0	175.07349688320969	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_022432835.1	Ovis aries	Ovis aries	Chromosome	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_plus_refiner_sensitive_remnant	0.9677072120559742	0.9677072120559742	0.010968921389396709	60	8	26	28	2	15	0	175.53503295524587	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_022432845.1	Ovis aries	Ovis aries	Chromosome	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_plus_refiner_sensitive_remnant	0.9677072120559742	0.9677072120559742	0.010968921389396709	60	8	26	28	2	15	0	175.53503295524587	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_022457185.1	Rangifer tarandus	Rangifer tarandus	Scaffold	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_plus_refiner_sensitive_remnant	0.8209544312881234	0.8209544312881234	0.15455212922173275	78	15	26	30	0	9	0	150.89632706535318	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_022457235.1	Tragulus javanicus	Tragulus javanicus	Scaffold	UNRESOLVED_ASSEMBLY_GAP	UNRESOLVED	first_pass_reference_anchored_remnant	0.4635809113742375	0.4635809113742375	0.5318845742785893	2	22	0	15	2	7	0	72.57156221353563	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_022533635.2	Ovibos moschatus	Ovibos moschatus	Scaffold	UNRESOLVED_ASSEMBLY_GAP	DISRUPTED_LIKELY	first_pass_reference_anchored_remnant	0.9687836383207751	0.9687836383207751	0.010948905109489052	57	10	0	24	1	12	0	122.64287574452501	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_022538005.1	Ovis aries	Ovis aries	Chromosome	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_plus_refiner_sensitive_remnant	0.9677072120559742	0.9677072120559742	0.010964912280701754	60	9	26	31	0	16	0	175.53507304633283	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_022702505.1	Ovis aries	Ovis aries	Scaffold	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_plus_refiner_sensitive_remnant	0.9634015069967707	0.9634015069967707	0.012472487160674981	68	7	26	23	2	14	0	172.07349688320969	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_022702665.1	Ovis aries	Ovis aries	Scaffold	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_plus_refiner_sensitive_remnant	0.9677072120559742	0.9677072120559742	0.010964912280701754	60	9	26	31	0	16	0	172.53507304633283	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_023091745.2	Budorcas taxicolor	Budorcas taxicolor	Chromosome	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.9684248295658414	0.9684248295658414	0.01095290251916758	58	10	0	20	0	11	0	175.60695489493486	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_023699985.4	Odocoileus virginianus	Odocoileus virginianus	Chromosome	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_plus_refiner_sensitive_remnant	0.9684248295658414	0.9684248295658414	0.001838235294117647	83	16	26	41	2	11	0	175.82410060364296	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_023701655.1	Ovis ammon polii x Ovis aries	Ovis ammon polii x Ovis aries	Chromosome	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_plus_refiner_sensitive_remnant	0.9677072120559742	0.9677072120559742	0.010968921389396709	60	8	26	28	2	15	0	175.53503295524587	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_023701675.1	Ovis ammon polii x Ovis aries	Ovis ammon polii x Ovis aries	Chromosome	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_plus_refiner_sensitive_remnant	0.9677072120559742	0.9677072120559742	0.010968921389396709	60	8	26	28	2	15	0	175.53503295524587	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_024222135.1	Ovis aries	Ovis aries	Scaffold	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_plus_refiner_sensitive_remnant	0.9677072120559742	0.9677072120559742	0.010968921389396709	60	8	26	28	2	15	0	172.53503295524587	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_024222175.1	Ovis aries	Ovis aries	Chromosome	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_plus_refiner_sensitive_remnant	0.9677072120559742	0.9677072120559742	0.010964912280701754	60	9	26	31	0	16	0	175.53507304633283	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_024222185.1	Ovis aries	Ovis aries	Scaffold	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_plus_refiner_sensitive_remnant	0.9677072120559742	0.9677072120559742	0.010968921389396709	60	8	26	28	2	15	0	172.53503295524587	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_024222265.1	Ovis aries	Ovis aries	Chromosome	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_plus_refiner_sensitive_remnant	0.9677072120559742	0.9677072120559742	0.010968921389396709	60	8	26	28	2	15	0	175.53503295524587	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_024256485.1	Ovis aries	Ovis aries	Scaffold	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_plus_refiner_sensitive_remnant	0.9677072120559742	0.9677072120559742	0.010968921389396709	60	8	26	28	2	15	0	172.53503295524587	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_024256505.1	Ovis aries	Ovis aries	Scaffold	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_plus_refiner_sensitive_remnant	0.9677072120559742	0.9677072120559742	0.010964912280701754	60	9	26	31	0	16	0	172.53507304633283	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_024291935.2	Okapia johnstoni	Okapia johnstoni	Chromosome	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_reference_anchored_remnant	0.9874416935773233	0.9874416935773233	0.0018129079042784628	30	1	0	40	1	10	0	177.72604027868957	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_024542955.1	Bos taurus	Bos taurus	Scaffold	UNRESOLVED_ASSEMBLY_GAP	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.961248654467169	0.961248654467169	0.017955294979846097	59	1	0	33	2	13	0	121.87362790910481	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_025584935.1	Bubalus depressicornis	Bubalus depressicornis	Scaffold	DISRUPTED_POSSIBLE	DISRUPTED_POSSIBLE	first_pass_plus_refiner_sensitive_remnant	0.5123789020452099	0.5123789020452099	0.47978142076502733	42	0	19	9	0	6	0	97.64840933020405	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_026262375.1	Bos indicus	Bos indicus	Chromosome	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_reference_anchored_remnant	0.9616074632221027	0.9616074632221027	0.017948717948717947	58	1	0	29	0	12	0	174.75572840106332	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_026262465.1	Bos indicus	Bos indicus	Chromosome	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_reference_anchored_remnant	0.961248654467169	0.961248654467169	0.017955294979846097	59	1	0	33	2	13	0	174.71978175525868	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_026262515.1	Bos indicus	Bos indicus	Chromosome	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_reference_anchored_remnant	0.961248654467169	0.961248654467169	0.017955294979846097	59	1	0	33	2	13	0	174.8736279091048	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_026262545.1	Bos indicus	Bos indicus	Chromosome	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_reference_anchored_remnant	0.961248654467169	0.961248654467169	0.017955294979846097	59	1	0	33	2	13	0	174.8736279091048	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_026652205.1	Capra hircus	Capra hircus	Chromosome	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.965913168281306	0.965913168281306	0.010993037742762916	65	7	0	38	2	12	0	175.3553874142454	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_027580195.2	Bos mutus	Bos mutus	Chromosome	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_plus_refiner_sensitive_remnant	0.961248654467169	0.961248654467169	0.017889740781307048	59	11	26	31	0	12	0	174.7443321598486	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_027580245.1	Bos grunniens	Bos grunniens	Chromosome	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_plus_refiner_sensitive_remnant	0.961248654467169	0.961248654467169	0.017889740781307048	59	11	26	31	0	12	0	174.7443321598486	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_028583565.1	Ovis ammon polii	Ovis ammon	Chromosome	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_plus_refiner_sensitive_remnant	0.9677072120559742	0.9677072120559742	0.010968921389396709	60	8	26	28	2	15	0	175.53503295524587	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_028973685.2	Bos taurus	Bos taurus	Chromosome	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.9598134194474345	0.9598134194474345	0.01796846351301797	63	3	0	25	0	16	0	174.72997272179964	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_029378735.1	Bos indicus	Bos indicus	Chromosome	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_reference_anchored_remnant	0.9598134194474345	0.9598134194474345	0.01942103334554782	59	1	0	33	2	14	0	174.71544702347433	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_029378745.1	Bos indicus	Bos indicus	Chromosome	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_reference_anchored_remnant	0.961248654467169	0.961248654467169	0.017955294979846097	59	1	0	33	2	13	0	174.8736279091048	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_029407905.2	Bubalus kerabau	Bubalus kerabau	Chromosome	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_plus_refiner_sensitive_remnant	0.8058844635809114	0.8058844635809114	0.17304860088365243	71	0	57	25	1	11	0	151.62792797985463	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_030254855.1	Bos taurus x Bison bison	Bos taurus x Bison bison	Chromosome	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.9598134194474345	0.9598134194474345	0.01942103334554782	59	1	0	33	2	13	0	174.5616008696282	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_030267345.1	Bos indicus	Bos indicus	Chromosome	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_reference_anchored_remnant	0.961248654467169	0.961248654467169	0.017955294979846097	59	1	0	33	2	13	0	174.8736279091048	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_030267355.1	Bos indicus	Bos indicus	Chromosome	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_reference_anchored_remnant	0.961248654467169	0.961248654467169	0.017955294979846097	59	1	0	33	2	13	0	174.8736279091048	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_030267375.1	Bos indicus	Bos indicus	Chromosome	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_reference_anchored_remnant	0.961248654467169	0.961248654467169	0.017955294979846097	59	1	0	33	2	13	0	174.71978175525868	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_030269505.1	Bos indicus	Bos indicus	Chromosome	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_reference_anchored_remnant	0.961248654467169	0.961248654467169	0.017955294979846097	59	1	0	33	2	13	0	174.8736279091048	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_030269805.1	Bos indicus	Bos indicus	Scaffold	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_reference_anchored_remnant	0.961248654467169	0.961248654467169	0.017955294979846097	59	1	0	33	2	13	0	171.8736279091048	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_030269815.1	Bos indicus	Bos indicus	Chromosome	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_reference_anchored_remnant	0.961248654467169	0.961248654467169	0.017955294979846097	59	1	0	33	2	13	0	174.71978175525868	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_030270685.1	Bos indicus	Bos indicus	Chromosome	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_reference_anchored_remnant	0.9598134194474345	0.9598134194474345	0.01796846351301797	63	3	0	25	0	16	0	174.72997272179964	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_030270705.1	Bos indicus	Bos indicus	Chromosome	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_reference_anchored_remnant	0.9616074632221027	0.9616074632221027	0.017948717948717947	58	1	0	29	0	12	0	174.75572840106332	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_030270715.1	Bos indicus	Bos indicus	Chromosome	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_reference_anchored_remnant	0.961248654467169	0.961248654467169	0.017955294979846097	59	1	0	33	2	13	0	174.8736279091048	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_030270725.1	Bos indicus	Bos indicus	Chromosome	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_reference_anchored_remnant	0.961248654467169	0.961248654467169	0.017955294979846097	59	1	0	33	2	13	0	174.8736279091048	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_030270805.1	Bos indicus	Bos indicus	Chromosome	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_reference_anchored_remnant	0.961248654467169	0.961248654467169	0.017955294979846097	59	1	0	33	2	13	0	174.8736279091048	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_030270825.1	Bos indicus	Bos indicus	Chromosome	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_reference_anchored_remnant	0.9601722282023681	0.9601722282023681	0.017961876832844576	62	3	0	40	1	15	0	174.76591946409474	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_030270845.1	Bos indicus	Bos indicus	Chromosome	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_reference_anchored_remnant	0.961248654467169	0.961248654467169	0.017955294979846097	59	1	0	33	2	13	0	174.8736279091048	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_030270855.1	Bos indicus	Bos indicus	Chromosome	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_reference_anchored_remnant	0.961248654467169	0.961248654467169	0.017955294979846097	59	1	0	33	2	13	0	174.8736279091048	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_030270865.1	Bos indicus	Bos indicus	Chromosome	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_reference_anchored_remnant	0.9598134194474345	0.9598134194474345	0.01796846351301797	63	3	0	25	0	16	0	174.72997272179964	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_030270935.1	Bos indicus	Bos indicus	Chromosome	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_reference_anchored_remnant	0.961248654467169	0.961248654467169	0.017955294979846097	59	1	0	33	2	13	0	174.71978175525868	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_030270945.1	Bos indicus	Bos indicus	Chromosome	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_reference_anchored_remnant	0.9598134194474345	0.9598134194474345	0.01942103334554782	59	1	0	33	2	14	0	174.71544702347433	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_030270955.1	Bos indicus	Bos indicus	Chromosome	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_reference_anchored_remnant	0.961248654467169	0.961248654467169	0.017955294979846097	59	1	0	33	2	13	0	174.8736279091048	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_030270995.1	Bos indicus	Bos indicus	Chromosome	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_reference_anchored_remnant	0.961248654467169	0.961248654467169	0.017955294979846097	59	1	0	33	2	13	0	174.71978175525868	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_030271795.1	Bos indicus	Bos indicus	Chromosome	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_reference_anchored_remnant	0.9601722282023681	0.9601722282023681	0.017961876832844576	62	3	0	40	1	15	0	174.76591946409474	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_030271805.1	Bos indicus	Bos indicus	Chromosome	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_reference_anchored_remnant	0.961248654467169	0.961248654467169	0.017955294979846097	59	1	0	33	2	13	0	174.71978175525868	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_030272135.1	Bos indicus	Bos indicus	Chromosome	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_reference_anchored_remnant	0.961248654467169	0.961248654467169	0.017955294979846097	59	1	0	33	2	13	0	174.8736279091048	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_030272235.1	Bos indicus	Bos indicus	Chromosome	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_reference_anchored_remnant	0.9598134194474345	0.9598134194474345	0.01796846351301797	63	3	0	25	0	16	0	174.72997272179964	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_030272475.1	Bos indicus	Bos indicus	Chromosome	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_reference_anchored_remnant	0.961248654467169	0.961248654467169	0.017955294979846097	59	1	0	33	2	13	0	174.71978175525868	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_030272495.1	Bos indicus	Bos indicus	Chromosome	UNRESOLVED_ASSEMBLY_GAP	DISRUPTED_LIKELY	first_pass_reference_anchored_remnant	0.961248654467169	0.961248654467169	0.017955294979846097	59	1	0	32	2	14	0	124.71978175525867	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_030272505.1	Bos indicus	Bos indicus	Chromosome	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_reference_anchored_remnant	0.961248654467169	0.961248654467169	0.017955294979846097	59	1	0	33	2	13	0	174.71978175525868	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_030378505.1	Bos taurus	Bos taurus	Chromosome	UNRESOLVED	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.0	0.0	1.0	0	0	0	0	0	0	0	-1.0	"[""raw_blast_missing_or_empty""]"
GCA_030512445.1	Ovis aries	Ovis aries	Chromosome	UNRESOLVED	DISRUPTED_LIKELY	first_pass_reference_anchored_remnant	0.0	0.0	1.0	0	0	0	0	0	0	0	-1.0	"[""raw_blast_missing_or_empty""]"
GCA_030847515.1	Bos indicus	Bos indicus	Scaffold	DISRUPTED_POSSIBLE	DISRUPTED_LIKELY	first_pass_plus_refiner_sensitive_remnant	0.5034086831718694	0.5034086831718694	0.488896978522024	41	1	19	18	2	4	0	96.25334610630159	"[""refiner_sensitive_exon_blast_incorporated""]"
