species_key	exon_index	exon	assemblies_total	assemblies_ok	coverage_median	coverage_max	callable_fraction_median	identity_median	n_aligned_fraction_median	confidence_score_median	high_conf_assemblies	medium_or_high_assemblies
Capreolus pygargus	2	exon_2	1	1	0.9736842105263158	0.9736842105263158	0.9736842105263158	0.902027027027027	0.0	0.9636646514935989	1	1
Capreolus pygargus	3	exon_3	1	1	0.980884109916368	0.980884109916368	0.980884109916368	0.8806333739342266	0.0	0.9615561929459223	1	1
Capreolus pygargus	4	exon_4	1	1	0.8732394366197183	0.8732394366197183	0.8732394366197183	0.8870967741935484	0.0	0.9147319400272603	1	1
Capreolus pygargus	5	exon_5	1	1	0.9919354838709677	0.9919354838709677	0.9919354838709677	0.8943089430894309	0.0	0.9699482035142932	1	1
Capreolus pygargus	6	exon_6	1	1	0.9542600896860987	0.9542600896860987	0.9542600896860987	0.8796992481203008	0.0	0.9493418523888196	1	1
Capricornis sumatraensis	1	exon_1	2	2	0.9432989690721649	0.9432989690721649	0.9432989690721649	0.8579234972677595	0.0	0.9389654103994142	2	2
Capricornis sumatraensis	2	exon_2	2	2	1.0	1.0	1.0	0.881578947368421	0.0	0.9703947368421053	2	2
Capricornis sumatraensis	3	exon_3	2	2	0.967741935483871	0.967741935483871	0.967741935483871	0.8814814814814815	0.0	0.9558542413381124	2	2
Capricornis sumatraensis	4	exon_4	2	2	0.9953051643192489	0.9953051643192489	0.9953051643192489	0.8820754716981132	0.0	0.9684061918681903	2	2
Capricornis sumatraensis	5	exon_5	2	2	0.9919354838709677	0.9919354838709677	0.9919354838709677	0.9024390243902439	0.0	0.9719807238394965	2	2
Capricornis sumatraensis	6	exon_6	2	2	0.9533632286995516	0.9533632286995516	0.9533632286995516	0.8711194731890874	0.0	0.94679332121207	2	2
Cephalophula zebra	1	exon_1	2	2	0.8969072164948454	0.8969072164948454	0.8969072164948454	0.8649425287356322	0.0	0.9198438796065885	2	2
Cephalophula zebra	2	exon_2	2	2	1.0	1.0	1.0	0.8947368421052632	0.0	0.9736842105263158	2	2
Cephalophula zebra	3	exon_3	2	2	0.972520908004779	0.972520908004779	0.972520908004779	0.8783783783783784	0.0	0.9572290031967452	2	2
Cephalophula zebra	4	exon_4	2	2	0.9953051643192489	0.9953051643192489	0.9953051643192489	0.9009433962264151	0.0	0.9731231730002659	2	2
Cephalophula zebra	5	exon_5	2	2	0.9919354838709677	0.9919354838709677	0.9919354838709677	0.9024390243902439	0.0	0.9719807238394965	2	2
Cephalophula zebra	6	exon_6	2	2	0.967713004484305	0.967713004484305	0.967713004484305	0.8822984244670992	0.0	0.9560454581347121	2	2
Cephalophus harveyi	1	exon_1	1	1	0.9432989690721649	0.9432989690721649	0.9432989690721649	0.8688524590163934	0.0	0.9416976508365726	1	1
Cephalophus harveyi	2	exon_2	1	1	0.9868421052631579	0.9868421052631579	0.9868421052631579	0.8966666666666666	0.0	0.9682456140350877	1	1
Cephalophus harveyi	3	exon_3	1	1	0.972520908004779	0.972520908004779	0.972520908004779	0.8808353808353808	0.0	0.9578432538109958	1	1
Cephalophus harveyi	4	exon_4	1	1	0.8732394366197183	0.8732394366197183	0.8732394366197183	0.8978494623655914	0.0	0.9174201120702711	1	1
Cephalophus harveyi	5	exon_5	1	1	0.9919354838709677	0.9919354838709677	0.9919354838709677	0.8943089430894309	0.0	0.9699482035142932	1	1
Cephalophus harveyi	6	exon_6	1	1	0.968609865470852	0.968609865470852	0.968609865470852	0.8796296296296297	0.0	0.9557818468692909	1	1
Cervus albirostris	1	exon_1	2	2	0.9690721649484536	0.9690721649484536	0.9690721649484536	0.8803191489361701	0.0	0.9394955947941801	2	2
Cervus albirostris	2	exon_2	2	2	0.9703947368421053	0.9703947368421053	0.9703947368421053	0.911864406779661	0.0	0.947977066607196	2	2
Cervus albirostris	3	exon_3	2	2	0.980884109916368	0.980884109916368	0.980884109916368	0.8855054811205847	0.0	0.9461075530758452	2	2
Cervus albirostris	4	exon_4	2	2	0.0	0.0	0.0	0.0		0.23333333333333334	0	0
Cervus albirostris	5	exon_5	2	2	0.9919354838709677	0.9919354838709677	0.9919354838709677	0.8861788617886179	0.0	0.9512490165224234	2	2
Cervus albirostris	6	exon_6	2	2	0.9551569506726457	0.9551569506726457	0.9551569506726457	0.8723004694835681	0.0	0.9312290785069159	2	2
Cervus canadensis	1	exon_1	2	2	0.9639175257731959	0.9639175257731959	0.9639175257731959	0.8770053475935828	0.0	0.9363475568296673	2	2
Cervus canadensis	2	exon_2	2	2	0.9703947368421053	0.9703947368421053	0.9703947368421053	0.911864406779661	0.0	0.947977066607196	2	2
Cervus canadensis	3	exon_3	2	2	0.980884109916368	0.980884109916368	0.980884109916368	0.8855054811205847	0.0	0.9461075530758452	2	2
Cervus canadensis	4	exon_4	2	2	0.0	0.0	0.0	0.0		0.23333333333333334	0	0
Cervus canadensis	5	exon_5	2	2	0.9919354838709677	0.9919354838709677	0.9919354838709677	0.8861788617886179	0.0	0.9512490165224234	2	2
Cervus canadensis	6	exon_6	2	2	0.9551569506726457	0.9551569506726457	0.9551569506726457	0.8723004694835681	0.0	0.931229078506916	2	2
Cervus elaphus	1	exon_1	5	5	0.9690721649484536	0.9690721649484536	0.9690721649484536	0.8829787234042553	0.0	0.9401604884112014	5	5
Cervus elaphus	2	exon_2	5	5	0.9703947368421053	0.9703947368421053	0.9703947368421053	0.9084745762711864	0.0	0.9471296089800775	5	5
Cervus elaphus	3	exon_3	5	5	0.980884109916368	0.980884109916368	0.980884109916368	0.8879415347137637	0.0	0.9467165664741399	4	5
Cervus elaphus	4	exon_4	5	5	0.0	0.0	0.0	0.0		0.23333333333333334	0	0
Cervus elaphus	5	exon_5	5	5	0.9919354838709677	0.9919354838709677	0.9919354838709677	0.8943089430894309	0.0	0.9532815368476266	5	5
Cervus elaphus	6	exon_6	5	5	0.9551569506726457	0.9551569506726457	0.9551569506726457	0.8741784037558685	0.0	0.9316985620749911	5	5
Cervus hanglu	1	exon_1	1	1	0.9690721649484536	0.9690721649484536	0.9690721649484536	0.8776595744680851	0.0	0.9388307011771588	1	1
Cervus hanglu	2	exon_2	1	1	0.9703947368421053	0.9703947368421053	0.9703947368421053	0.911864406779661	0.0	0.947977066607196	1	1
Cervus hanglu	3	exon_3	1	1	0.980884109916368	0.980884109916368	0.980884109916368	0.8867235079171741	0.0	0.9464120597749925	1	1
Cervus hanglu	4	exon_4	1	1	0.0	0.0	0.0	0.0		0.23333333333333334	0	0
Cervus hanglu	5	exon_5	1	1	0.9919354838709677	0.9919354838709677	0.9919354838709677	0.8943089430894309	0.0	0.9532815368476266	1	1
Cervus hanglu	6	exon_6	1	1	0.9551569506726457	0.9551569506726457	0.9551569506726457	0.8713615023474178	0.0	0.9309943367228785	1	1
Cervus nippon	1	exon_1	5	5	0.9690721649484536	0.9690721649484536	0.9690721649484536	0.8829787234042553	0.0	0.9401604884112014	5	5
Cervus nippon	2	exon_2	5	5	0.9736842105263158	0.9736842105263158	0.9736842105263158	0.8986486486486487	0.0	0.9461533902323378	5	5
Cervus nippon	3	exon_3	5	5	0.9796893667861409	0.980884109916368	0.9796893667861409	0.876979293544458	0.0	0.9439760061818135	5	5
Cervus nippon	4	exon_4	5	5	0.0	0.0	0.0	0.0		0.23333333333333334	0	0
Cervus nippon	5	exon_5	5	5	0.9919354838709677	0.9919354838709677	0.9919354838709677	0.8861788617886179	0.0	0.9512490165224234	5	5
Cervus nippon	6	exon_6	5	5	0.9551569506726457	0.9551569506726457	0.9551569506726457	0.8713615023474178	0.0	0.9309943367228785	5	5
Connochaetes taurinus	1	exon_1	1	1	0.9381443298969072	0.9381443298969072	0.9381443298969072	0.8406593406593407	0.0	0.9323297836184434	1	1
Connochaetes taurinus	2	exon_2	1	1	0.9769736842105263	0.9769736842105263	0.9769736842105263	0.8956228956228957	0.0	0.9635438818004608	1	1
Connochaetes taurinus	3	exon_3	1	1	0.966547192353644	0.966547192353644	0.966547192353644	0.8838071693448702	0.0	0.9558980288953574	1	1
Connochaetes taurinus	4	exon_4	1	1	0.9953051643192489	0.9953051643192489	0.9953051643192489	0.9009433962264151	0.0	0.9731231730002659	1	1
Connochaetes taurinus	5	exon_5	1	1	0.9919354838709677	0.9919354838709677	0.9919354838709677	0.9024390243902439	0.0	0.9719807238394965	1	1
Connochaetes taurinus	6	exon_6	1	1	0.9399103139013453	0.9399103139013453	0.9399103139013453	0.8711832061068703	0.0	0.940755442782323	1	1
Dama dama	1	exon_1	4	4	0.979381443298969	0.979381443298969	0.979381443298969	0.8736842105263158	0.0	0.9591427021161151	4	4
Dama dama	2	exon_2	4	4	0.9736842105263158	0.9736842105263158	0.9736842105263158	0.9155405405405406	0.0	0.9670430298719773	4	4
Dama dama	3	exon_3	4	4	0.9796893667861409	0.9796893667861409	0.9796893667861409	0.8804878048780488	0.0	0.9609821662732757	4	4
Dama dama	4	exon_4	4	4	0.8732394366197183	0.8732394366197183	0.8732394366197183	0.8763440860215054	0.0	0.9120437679842496	4	4
Dama dama	5	exon_5	4	4	0.9919354838709677	0.9919354838709677	0.9919354838709677	0.8861788617886179	0.0	0.96791568318909	4	4
Dama dama	6	exon_6	4	4	0.9605381165919282	0.9605381165919282	0.9605381165919282	0.8683473389355743	0.0	0.9493289872002613	4	4
Damaliscus lunatus	1	exon_1	1	1	0.9536082474226805	0.9536082474226805	0.9536082474226805	0.8432432432432433	0.0	0.9399345221510171	1	1
Damaliscus lunatus	2	exon_2	1	1	0.9769736842105263	0.9769736842105263	0.9769736842105263	0.8956228956228957	0.0	0.9635438818004608	1	1
Damaliscus lunatus	3	exon_3	1	1	0.966547192353644	0.966547192353644	0.966547192353644	0.8825710754017305	0.0	0.9555890054095725	1	1
Damaliscus lunatus	4	exon_4	1	1	0.9953051643192489	0.9953051643192489	0.9953051643192489	0.9009433962264151	0.0	0.9731231730002659	1	1
Damaliscus lunatus	5	exon_5	1	1	0.9919354838709677	0.9919354838709677	0.9919354838709677	0.9105691056910569	0.0	0.9740132441646998	1	1
Damaliscus lunatus	6	exon_6	1	1	0.9399103139013453	0.9399103139013453	0.9399103139013453	0.8730916030534351	0.0	0.9412325420189642	1	1
Elaphurus davidianus	1	exon_1	2	2	0.9690721649484536	0.9690721649484536	0.9690721649484536	0.8776595744680851	0.0	0.9388307011771588	2	2
Elaphurus davidianus	2	exon_2	2	2	0.9703947368421053	0.9703947368421053	0.9703947368421053	0.9152542372881356	0.0	0.9488245242343147	2	2
Elaphurus davidianus	3	exon_3	2	2	0.9802867383512545	0.980884109916368	0.9802867383512545	0.8823883723002881	0.0	0.94505945866647	2	2
Elaphurus davidianus	4	exon_4	2	2	0.0	0.0	0.0	0.0		0.23333333333333334	0	0
Elaphurus davidianus	5	exon_5	2	2	0.9919354838709677	0.9919354838709677	0.9919354838709677	0.8861788617886179	0.0	0.9512490165224234	2	2
Elaphurus davidianus	6	exon_6	2	2	0.9551569506726457	0.9551569506726457	0.9551569506726457	0.8741784037558685	0.0	0.9316985620749911	2	2
Eudorcas thomsonii	1	exon_1	1	1	0.0	0.0	0.0	0.0		0.23333333333333334	0	0
Eudorcas thomsonii	2	exon_2	1	1	1.0	1.0	1.0	0.8519736842105263	0.0	0.946326754385965	1	1
Eudorcas thomsonii	3	exon_3	1	1	0.978494623655914	0.978494623655914	0.978494623655914	0.8608058608058609	0.0	0.9388573791799599	1	1
Eudorcas thomsonii	4	exon_4	1	1	0.8732394366197183	0.8732394366197183	0.8732394366197183	0.8870967741935484	0.0	0.8980652733605937	1	1
Eudorcas thomsonii	5	exon_5	1	1	0.9758064516129032	0.9758064516129032	0.9758064516129032	0.8842975206611571	0.0	0.9435206167244292	1	1
Eudorcas thomsonii	6	exon_6	1	1	0.95695067264574	0.95695067264574	0.95695067264574	0.872539831302718	0.0	0.9320960938495959	1	1
Giraffa camelopardalis	1	exon_1	3	3	0.9742268041237113	0.9742268041237113	0.9742268041237113	0.873015873015873	0.0	0.9566560301096384	3	3
Giraffa camelopardalis	2	exon_2	3	3	0.9967105263157895	0.9967105263157895	0.9967105263157895	0.9075907590759076	0.0	0.9754174266110822	3	3
Giraffa camelopardalis	3	exon_3	3	3	0.97610513739546	0.97610513739546	0.97610513739546	0.8971848225214198	0.0	0.963543517458312	3	3
Giraffa camelopardalis	4	exon_4	3	3	0.9953051643192489	0.9953051643192489	0.9953051643192489	0.8820754716981132	0.0	0.9684061918681903	3	3
Giraffa camelopardalis	5	exon_5	3	3	0.9919354838709677	0.9919354838709677	0.9919354838709677	0.8943089430894309	0.0	0.9699482035142932	3	3
Giraffa camelopardalis	6	exon_6	3	3	0.9955156950672646	0.9955156950672646	0.9955156950672646	0.8855855855855855	0.0	0.9693784591766655	3	3
Giraffa tippelskirchi	1	exon_1	7	7	0.9742268041237113	0.9742268041237113	0.9742268041237113	0.8783068783068783	0.0	0.9579787814323897	7	7
Giraffa tippelskirchi	2	exon_2	7	7	0.9967105263157895	0.9967105263157895	0.9967105263157895	0.9108910891089109	0.0	0.9762425091193331	7	7
Giraffa tippelskirchi	3	exon_3	7	7	0.97610513739546	0.97610513739546	0.97610513739546	0.8959608323133414	0.0	0.9632375199062924	7	7
Giraffa tippelskirchi	4	exon_4	7	7	0.9953051643192489	0.9953051643192489	0.9953051643192489	0.8820754716981132	0.0	0.9684061918681903	7	7
Giraffa tippelskirchi	5	exon_5	7	7	0.9919354838709677	0.9919354838709677	0.9919354838709677	0.8943089430894309	0.0	0.9699482035142932	7	7
Giraffa tippelskirchi	6	exon_6	7	7	0.9955156950672646	0.9955156950672646	0.9955156950672646	0.8855855855855855	0.0	0.9693784591766655	7	7
Hippotragus equinus	1	exon_1	1	1	0.9432989690721649	0.9432989690721649	0.9432989690721649	0.8633879781420765	0.0	0.9403315306179933	1	1
Hippotragus equinus	2	exon_2	1	1	1.0	1.0	1.0	0.8980263157894737	0.0	0.9745065789473685	1	1
Hippotragus equinus	3	exon_3	1	1	0.972520908004779	0.972520908004779	0.972520908004779	0.8894348894348895	0.0	0.9599931309608729	1	1
Hippotragus equinus	4	exon_4	1	1	0.9906103286384976	0.9906103286384976	0.9906103286384976	0.9052132701421801	0.0	0.9720779654228691	1	1
Hippotragus equinus	5	exon_5	1	1	0.9919354838709677	0.9919354838709677	0.9919354838709677	0.8861788617886179	0.0	0.96791568318909	1	1
Hippotragus equinus	6	exon_6	1	1	0.9533632286995516	0.9533632286995516	0.9533632286995516	0.8758231420507996	0.0	0.9479692384274981	1	1
Hippotragus niger	1	exon_1	1	1	0.9432989690721649	0.9432989690721649	0.9432989690721649	0.8633879781420765	0.0	0.9403315306179933	1	1
Hippotragus niger	2	exon_2	1	1	1.0	1.0	1.0	0.8914473684210527	0.0	0.9728618421052633	1	1
Hippotragus niger	3	exon_3	1	1	0.972520908004779	0.972520908004779	0.972520908004779	0.8845208845208845	0.0	0.9587646297323718	1	1
Hippotragus niger	4	exon_4	1	1	0.9953051643192489	0.9953051643192489	0.9953051643192489	0.8962264150943396	0.0	0.9719439277172469	1	1
Hippotragus niger	5	exon_5	1	1	0.9919354838709677	0.9919354838709677	0.9919354838709677	0.8943089430894309	0.0	0.9699482035142932	1	1
Hippotragus niger	6	exon_6	1	1	0.9309417040358744	0.9309417040358744	0.9309417040358744	0.8776493256262042	0.0	0.9383360982226946	1	1
Hydropotes inermis	1	exon_1	3	3	0.979381443298969	0.979381443298969	0.979381443298969	0.8473684210526315	0.0	0.952563754747694	3	3
Hydropotes inermis	2	exon_2	3	3	0.9703947368421053	0.9703947368421053	0.9703947368421053	0.9050847457627119	0.0	0.9629488180196254	3	3
Hydropotes inermis	3	exon_3	3	3	0.9354838709677419	0.9354838709677419	0.9354838709677419	0.8837803320561941	0.0	0.9419128249495324	3	3
Hydropotes inermis	4	exon_4	3	3	0.8732394366197183	0.8732394366197183	0.8732394366197183	0.8870967741935484	0.0	0.9147319400272603	3	3
Hydropotes inermis	5	exon_5	3	3	0.9919354838709677	0.9919354838709677	0.9919354838709677	0.8861788617886179	0.0	0.96791568318909	3	3
Hydropotes inermis	6	exon_6	3	3	0.9551569506726457	0.9551569506726457	0.9551569506726457	0.8741784037558685	0.0	0.9483652287416577	3	3
Kobus ellipsiprymnus	1	exon_1	1	1	0.9432989690721649	0.9432989690721649	0.9432989690721649	0.8469945355191257	0.0	0.9362331699622557	1	1
Kobus ellipsiprymnus	2	exon_2	1	1	1.0	1.0	1.0	0.875	0.0	0.96875	1	1
Kobus ellipsiprymnus	3	exon_3	1	1	0.9522102747909199	0.9522102747909199	0.9522102747909199	0.8971141781681304	0.0	0.9527731681979466	1	1
Kobus ellipsiprymnus	4	exon_4	1	1	0.8685446009389671	0.8685446009389671	0.8685446009389671	0.9135135135135135	0.0	0.9192234488009137	1	1
Kobus ellipsiprymnus	5	exon_5	1	1	0.9919354838709677	0.9919354838709677	0.9919354838709677	0.9024390243902439	0.0	0.9719807238394965	1	1
Kobus ellipsiprymnus	6	exon_6	1	1	0.967713004484305	0.967713004484305	0.967713004484305	0.8637627432808156	0.0	0.9514115378381411	1	1
Kobus leche	1	exon_1	1	1	0.9432989690721649	0.9432989690721649	0.9432989690721649	0.8469945355191257	0.0	0.9362331699622557	1	1
Kobus leche	2	exon_2	1	1	0.9967105263157895	0.9967105263157895	0.9967105263157895	0.8778877887788779	0.0	0.9679916840368248	1	1
Kobus leche	3	exon_3	1	1	0.9522102747909199	0.9522102747909199	0.9522102747909199	0.8946047678795483	0.0	0.9521458156258011	1	1
Kobus leche	4	exon_4	1	1	0.8685446009389671	0.8685446009389671	0.8685446009389671	0.9081081081081082	0.0	0.9178720974495622	1	1
Kobus leche	5	exon_5	1	1	0.9919354838709677	0.9919354838709677	0.9919354838709677	0.8943089430894309	0.0	0.9699482035142932	1	1
Kobus leche	6	exon_6	1	1	0.967713004484305	0.967713004484305	0.967713004484305	0.8637627432808156	0.0	0.9514115378381411	1	1
Litocranius walleri	1	exon_1	1	1	0.8711340206185567	0.8711340206185567	0.8711340206185567	0.8402366863905325	0.0	0.9020694808759837	1	1
Litocranius walleri	2	exon_2	1	1	1.0	1.0	1.0	0.881578947368421	0.0	0.9703947368421053	1	1
Litocranius walleri	3	exon_3	1	1	0.9796893667861409	0.9796893667861409	0.9796893667861409	0.8634146341463415	0.0	0.9567138735903489	1	1
Litocranius walleri	4	exon_4	1	1	0.9953051643192489	0.9953051643192489	0.9953051643192489	0.9056603773584906	0.0	0.9743024182832847	1	1
Litocranius walleri	5	exon_5	1	1	0.9919354838709677	0.9919354838709677	0.9919354838709677	0.8861788617886179	0.0	0.96791568318909	1	1
Litocranius walleri	6	exon_6	1	1	0.9533632286995516	0.9533632286995516	0.9533632286995516	0.8692380056444027	0.0	0.9463229543258989	1	1
Madoqua kirkii	1	exon_1	1	1	0.8711340206185567	0.8711340206185567	0.8711340206185567	0.8461538461538461	0.0	0.8702154374834787	1	1
Madoqua kirkii	2	exon_2	1	1	1.0	1.0	1.0	0.868421052631579	0.0	0.9337719298245615	1	1
Madoqua kirkii	3	exon_3	1	1	0.965352449223417	0.965352449223417	0.965352449223417	0.8626237623762376	0.0	0.9167312094112637	1	1
Madoqua kirkii	4	exon_4	1	1	0.9953051643192489	0.9953051643192489	0.9953051643192489	0.9056603773584906	0.0	0.9409690849499514	1	1
Madoqua kirkii	5	exon_5	1	1	0.0	0.0	0.0	0.0		0.21666666666666667	0	0
Madoqua kirkii	6	exon_6	1	1	0.0	0.0	0.0	0.0		0.21666666666666667	0	0
Moschus berezovskii	1	exon_1	5	5	0.9175257731958762	0.9175257731958762	0.9175257731958762	0.8707865168539326	0.0	0.9305832271516274	5	5
Moschus berezovskii	2	exon_2	5	5	1.0	1.0	1.0	0.9013157894736842	0.0	0.9753289473684211	5	5
Moschus berezovskii	3	exon_3	5	5	0.974910394265233	0.980884109916368	0.974910394265233	0.8799019607843137	0.0	0.9586851676154333	5	5
Moschus berezovskii	4	exon_4	5	5	0.8732394366197183	0.8732394366197183	0.8732394366197183	0.9139784946236559	0.0	0.9214523701347872	5	5
Moschus berezovskii	5	exon_5	5	5	0.9919354838709677	0.9919354838709677	0.9919354838709677	0.9186991869918699	0.0	0.976045764489903	5	5
Moschus berezovskii	6	exon_6	5	5	0.9757847533632287	0.9757847533632287	0.9757847533632287	0.8805147058823529	0.0	0.9592318154840412	5	5
Moschus chrysogaster	1	exon_1	1	1	0.4329896907216495	0.4329896907216495	0.4329896907216495	0.9047619047619048	0.0	0.7043691703485518	0	1
Moschus chrysogaster	2	exon_2	1	1	0.0	0.0	0.0	0.0		0.23333333333333334	0	0
Moschus chrysogaster	3	exon_3	1	1	0.36081242532855434	0.36081242532855434	0.36081242532855434	0.8708609271523179	0.0	0.6634141565192624	0	1
Moschus chrysogaster	4	exon_4	1	1	0.8732394366197183	0.8732394366197183	0.8732394366197183	0.9193548387096774	0.0	0.906129789489626	1	1
Moschus chrysogaster	5	exon_5	1	1	0.9919354838709677	0.9919354838709677	0.9919354838709677	0.9105691056910569	0.0	0.9573465774980332	1	1
Moschus chrysogaster	6	exon_6	1	1	0.7605381165919283	0.7605381165919283	0.7605381165919283	0.8691037735849056	0.0	0.8428514291959276	0	1
Moschus moschiferus	1	exon_1	2	2	0.9742268041237113	0.9742268041237113	0.9742268041237113	0.8783068783068783	0.0	0.9579787814323897	2	2
Moschus moschiferus	2	exon_2	2	2	0.6167763157894737	0.9901315789473685	0.6167763157894737	0.9061910747957259	0.0	0.8040971108041948	1	1
Moschus moschiferus	3	exon_3	2	2	0.980884109916368	0.980884109916368	0.980884109916368	0.8891595615103532	0.0	0.9636877398399539	2	2
Moschus moschiferus	4	exon_4	2	2	0.9953051643192489	0.9953051643192489	0.9953051643192489	0.9150943396226415	0.0	0.9766609088493224	2	2
Moschus moschiferus	5	exon_5	2	2	0.9919354838709677	0.9919354838709677	0.9919354838709677	0.926829268292683	0.0	0.9780782848151063	2	2
Moschus moschiferus	6	exon_6	2	2	0.9757847533632287	0.9757847533632287	0.9757847533632287	0.8782169117647058	0.0	0.9586573669546294	2	2
Muntiacus crinifrons	1	exon_1	3	3	0.9690721649484536	0.9690721649484536	0.9690721649484536	0.8829787234042553	0.0	0.956827155077868	3	3
Muntiacus crinifrons	2	exon_2	3	3	0.9736842105263158	0.9736842105263158	0.9736842105263158	0.8817567567567568	0.0	0.9585970839260314	3	3
Muntiacus crinifrons	3	exon_3	3	3	0.980884109916368	0.980884109916368	0.980884109916368	0.876979293544458	0.0	0.9606426728484802	3	3
Muntiacus crinifrons	4	exon_4	3	3	0.8732394366197183	0.8732394366197183	0.8732394366197183	0.8870967741935484	0.0	0.9147319400272603	3	3
Muntiacus crinifrons	5	exon_5	3	3	0.9919354838709677	0.9919354838709677	0.9919354838709677	0.8861788617886179	0.0	0.96791568318909	3	3
Muntiacus crinifrons	6	exon_6	3	3	0.9497757847533632	0.9551569506726457	0.9497757847533632	0.8772426817752597	0.0	0.9467097735828285	3	3
Muntiacus feae	1	exon_1	1	1	0.9690721649484536	0.9690721649484536	0.9690721649484536	0.8829787234042553	0.0	0.956827155077868	1	1
Muntiacus feae	2	exon_2	1	1	0.9671052631578947	0.9671052631578947	0.9671052631578947	0.8809523809523809	0.0	0.9554354636591479	1	1
Muntiacus feae	3	exon_3	1	1	0.980884109916368	0.980884109916368	0.980884109916368	0.876979293544458	0.0	0.9606426728484802	1	1
Muntiacus feae	4	exon_4	1	1	0.8732394366197183	0.8732394366197183	0.8732394366197183	0.8870967741935484	0.0	0.9147319400272603	1	1
Muntiacus feae	5	exon_5	1	1	0.9919354838709677	0.9919354838709677	0.9919354838709677	0.8943089430894309	0.0	0.9699482035142932	1	1
Muntiacus feae	6	exon_6	1	1	0.9551569506726457	0.9551569506726457	0.9551569506726457	0.8657276995305164	0.0	0.9462525526853197	1	1
Muntiacus gongshanensis	1	exon_1	1	1	0.9690721649484536	0.9690721649484536	0.9690721649484536	0.8723404255319149	0.0	0.9541675806097829	1	1
Muntiacus gongshanensis	2	exon_2	1	1	0.9736842105263158	0.9736842105263158	0.9736842105263158	0.8783783783783784	0.0	0.9577524893314368	1	1
Muntiacus gongshanensis	3	exon_3	1	1	0.980884109916368	0.980884109916368	0.980884109916368	0.8781973203410475	0.0	0.9609471795476275	1	1
Muntiacus gongshanensis	4	exon_4	1	1	0.8732394366197183	0.8732394366197183	0.8732394366197183	0.8817204301075269	0.0	0.913387854005755	1	1
Muntiacus gongshanensis	5	exon_5	1	1	0.9919354838709677	0.9919354838709677	0.9919354838709677	0.8943089430894309	0.0	0.9699482035142932	1	1
Muntiacus gongshanensis	6	exon_6	1	1	0.9551569506726457	0.9551569506726457	0.9551569506726457	0.8666666666666667	0.0	0.9464872944693573	1	1
Muntiacus muntjak	1	exon_1	3	3	0.9690721649484536	0.9690721649484536	0.9690721649484536	0.8829787234042553	0.0	0.9401604884112014	3	3
Muntiacus muntjak	2	exon_2	3	3	0.0	0.9736842105263158	0.0	0.0	0.0	0.23333333333333334	1	1
Muntiacus muntjak	3	exon_3	3	3	0.9689366786140979	0.9689366786140979	0.9689366786140979	0.8766954377311961	0.0	0.9385286981424765	3	3
Muntiacus muntjak	4	exon_4	3	3	0.8685446009389671	0.8685446009389671	0.8685446009389671	0.8810810810810811	0.0	0.8944486740261389	3	3
Muntiacus muntjak	5	exon_5	3	3	0.9919354838709677	0.9919354838709677	0.9919354838709677	0.8861788617886179	0.0	0.9512490165224234	3	3
Muntiacus muntjak	6	exon_6	3	3	0.9515695067264573	0.9551569506726457	0.9515695067264573	0.8708765315739868	0.0	0.9292587442537359	3	3
Muntiacus reevesi	1	exon_1	7	7	0.9639175257731959	0.9690721649484536	0.9639175257731959	0.8776595744680851	0.0	0.9543511218920558	6	6
Muntiacus reevesi	2	exon_2	7	7	0.9736842105263158	0.9736842105263158	0.9736842105263158	0.8986486486486487	0.0	0.9628200568990044	6	6
Muntiacus reevesi	3	exon_3	7	7	0.980884109916368	0.980884109916368	0.980884109916368	0.8806333739342266	0.0	0.9615561929459223	6	6
Muntiacus reevesi	4	exon_4	7	7	0.8732394366197183	0.8732394366197183	0.8732394366197183	0.8870967741935484	0.0	0.9147319400272603	6	6
Muntiacus reevesi	5	exon_5	7	7	0.9919354838709677	0.9919354838709677	0.9919354838709677	0.8861788617886179	0.0	0.96791568318909	6	6
Muntiacus reevesi	6	exon_6	7	7	0.9551569506726457	0.9551569506726457	0.9551569506726457	0.8657276995305164	0.0	0.9462525526853197	6	6
Muntiacus vaginalis	1	exon_1	1	1	0.9690721649484536	0.9690721649484536	0.9690721649484536	0.8829787234042553	0.0	0.956827155077868	1	1
Muntiacus vaginalis	2	exon_2	1	1	0.9736842105263158	0.9736842105263158	0.9736842105263158	0.8851351351351351	0.0	0.9594416785206259	1	1
Muntiacus vaginalis	3	exon_3	1	1	0.9689366786140979	0.9689366786140979	0.9689366786140979	0.872996300863132	0.0	0.9542705805921271	1	1
Muntiacus vaginalis	4	exon_4	1	1	0.8732394366197183	0.8732394366197183	0.8732394366197183	0.8763440860215054	0.0	0.9120437679842496	1	1
Muntiacus vaginalis	5	exon_5	1	1	0.9919354838709677	0.9919354838709677	0.9919354838709677	0.8943089430894309	0.0	0.9699482035142932	1	1
Muntiacus vaginalis	6	exon_6	1	1	0.9551569506726457	0.9551569506726457	0.9551569506726457	0.8704225352112676	0.0	0.9474262616055076	1	1
Nanger dama	1	exon_1	2	2	0.0	0.0	0.0	0.0		0.23333333333333334	0	0
Nanger dama	2	exon_2	2	2	0.9967105263157895	0.9967105263157895	0.9967105263157895	0.863036303630363	0.0	0.9476121460830296	2	2
Nanger dama	3	exon_3	2	2	0.974910394265233	0.974910394265233	0.974910394265233	0.860906862745098	0.0	0.9372697264389628	2	2
