assembly_accession	assembly_name	organism_name	species_key	assembly_level	status	candidate_id	contig	strand	start	end	span	exon_count	coverage_sum	order_coherence	bitscore_sum	score	locus_length	locus_n_count	locus_n_fraction	locus_n_runs	locus_longest_n_run	error
GCA_006461725.1	NPU_MCHR_1.0	Moschus chrysogaster	Moschus chrysogaster	Scaffold	ok	SPDY01007010.1:+:1	SPDY01007010.1	+	4347.0	35539.0	31193.0	5.0	3.4574587716044523	1.0	1689.0	6706.137631481335	45539.0	19933.0	0.43771272974812797	11.0	5347.0	
GCA_006942125.1	SCBI_HNig_1.0	Hippotragus niger niger	Hippotragus niger	Scaffold	ok	VHQK01014193.1:+:1	VHQK01014193.1	+	667850.0	687603.0	19754.0	6.0	5.9385925532667585	1.0	2679.0	8549.477765980027	39754.0	108.0	0.0027167077526789756	1.0	108.0	
GCA_007570765.1	GSC_moose_1.0	Alces alces	Alces alces	Scaffold	ok	ML664785.1:+:1	ML664785.1	+	3944973.0	3965142.0	20170.0	6.0	5.746158415965252	1.0	2820.0	8505.847524789575	40170.0	0.0	0.0	0.0	0.0	
GCA_007570785.1	GSC_phorn_1.0	Antilocapra americana	Antilocapra americana	Scaffold	ok	ML662442.1:+:1	ML662442.1	+	31343448.0	31362587.0	19140.0	6.0	5.961927255808434	1.0	3178.0	8606.37817674253	39140.0	0.0	0.0	0.0	0.0	
GCA_007646595.3	ASM764659v3	Bos mutus	Bos mutus	Scaffold	ok	VBQZ03000163.1:-:1	VBQZ03000163.1	-	172313.0	191963.0	19651.0	6.0	5.733324165019926	1.0	3175.0	8537.497249505977	39651.0	924.0	0.023303321479912233	1.0	924.0	
GCA_007844835.1	NRC_Mithun_1	Bos frontalis	Bos frontalis	Scaffold	ok	RBVW01002621.1:-:1	RBVW01002621.1	-	191606.0	211505.0	19900.0	6.0	5.733324165019926	1.0	3216.0	8541.597249505978	39900.0	1081.0	0.027092731829573936	2.0	1080.0	
GCA_008782695.1	UCB_Mmun_1.0	Muntiacus muntjak	Muntiacus muntjak	Chromosome	ok	CM018502.1:-:1	CM018502.1	-	376328947.0	376348970.0	20024.0	6.0	5.838941921119891	1.0	2764.0	8528.082576335966	40024.0	0.0	0.0	0.0	0.0	
GCA_008787405.2	UCB_Mree_1.1	Muntiacus reevesi	Muntiacus reevesi	Chromosome	ok	CM018496.1:-:1	CM018496.1	-	27916226.0	27936260.0	20035.0	6.0	5.838941921119891	1.0	2793.0	8530.982576335966	40035.0	0.0	0.0	0.0	0.0	
GCA_008931205.1	ASM893120v1	Muntiacus muntjak	Muntiacus muntjak	Scaffold	ok	RAWV01046695.1:+:1	RAWV01046695.1	+	16164739.0	16180879.0	16141.0	5.0	4.835354477173702	1.0	2511.0	7201.706343152111	36141.0	223.0	0.006170277524141557	2.0	139.0	
GCA_009493645.1	ARS_UNL_BGru_maternal_1.0_p	Bos grunniens x Bos taurus	Bos grunniens x Bos taurus	Chromosome	ok	CM018741.1:+:1	CM018741.1	+	34012659.0	34032315.0	19657.0	6.0	5.733324165019926	1.0	3180.0	8537.997249505977	39657.0	0.0	0.0	0.0	0.0	
GCA_009493655.1	ARS_UNL_Btau-highland_paternal_1.0_alt	Bos grunniens x Bos taurus	Bos grunniens x Bos taurus	Chromosome	error																	CalledProcessError: Command '['/usr/local/bin/datasets', 'download', 'genome', 'accession', 'GCA_009493655.1', '--include', 'genome', '--filename', '/home/morpheus/retraction_watch_plots/gprc6a/GPRC6A_Ruminantia/cache/genomes/GCA_009493655.1/GCA_009493655.1.zip', '--no-progressbar']' returned non-zero exit status 1.
GCA_009758055.1	ASM975805v1	Oreamnos americanus	Oreamnos americanus	Scaffold	ok	WJNR01002662.1:+:1	WJNR01002662.1	+	4399342.0	4419146.0	19805.0	6.0	5.937397810136533	1.0	2631.0	8544.319343040961	39805.0	200.0	0.0050244944102499686	2.0	100.0	
GCA_009823495.1	ASM982349v1	Capra hircus	Capra hircus	Scaffold	ok	QWFW01034905.1:+:1	QWFW01034905.1	+	21029437.0	21049260.0	19824.0	6.0	5.9385925532667585	1.0	2694.0	8550.977765980027	39824.0	0.0	0.0	0.0	0.0	
GCA_010411085.1	CEY_v1	Cervus hanglu yarkandensis	Cervus hanglu	Chromosome	ok	CM021219.1:+:1	CM021219.1	+	31007878.0	31023933.0	16056.0	5.0	4.957718175135211	1.0	2656.0	7252.915452540564	36056.0	0.0	0.0	0.0	0.0	
GCA_011170295.1	ASM1117029v1	Ovis aries	Ovis aries	Chromosome	ok	CM022026.1:+:1	CM022026.1	+	22422155.0	22441903.0	19749.0	6.0	5.81174785304632	1.0	2698.0	8513.324355913895	39749.0	0.0	0.0	0.0	0.0	
GCA_011751665.1	IMAU_Mmos_1.0	Moschus moschiferus	Moschus moschiferus	Scaffold	ok	JAAIGH010000264.1:+:1	JAAIGH010000264.1	+	3400677.0	3422481.0	21805.0	6.0	5.961448506117305	1.0	3329.0	8621.33455183519	41805.0	771.0	0.01844277000358809	1.0	771.0	
GCA_012069665.1	cow.Unzip_primary	Bos indicus x Bos taurus	Bos indicus x Bos taurus	Contig	ok	JAAIXR010000008.1:-:1	JAAIXR010000008.1	-	53113945.0	53133824.0	19880.0	6.0	5.855389892719457	1.0	3251.0	8581.716967815837	39880.0	0.0	0.0	0.0	0.0	
GCA_012070425.1	cow.Unzip_haplotigs	Bos indicus x Bos taurus	Bos indicus x Bos taurus	Contig	ok	JAAIXS010000928.1:-:1	JAAIXS010000928.1	-	574684.0	594592.0	19909.0	6.0	5.855389892719457	1.0	3240.0	8580.616967815837	39909.0	0.0	0.0	0.0	0.0	
GCA_012070445.1	cow.phase1_contigs	Bos indicus x Bos taurus	Bos indicus x Bos taurus	Contig	ok	JAAIXU010000008.1:-:1	JAAIXU010000008.1	-	53099620.0	53119528.0	19909.0	6.0	5.855389892719457	1.0	3240.0	8580.616967815837	39909.0	0.0	0.0	0.0	0.0	
GCA_012070465.1	cow.phase0_contigs	Bos indicus x Bos taurus	Bos indicus x Bos taurus	Contig	ok	JAAIXT010000008.1:-:1	JAAIXT010000008.1	-	53370631.0	53390510.0	19880.0	6.0	5.855389892719457	1.0	3251.0	8581.716967815837	39880.0	0.0	0.0	0.0	0.0	
GCA_012070475.1	cow.phase0_scaffolds	Bos indicus x Bos taurus	Bos indicus x Bos taurus	Scaffold	ok	JAAIXV010000010.1:-:1	JAAIXV010000010.1	-	72866132.0	72886040.0	19909.0	6.0	5.855389892719457	1.0	3240.0	8580.616967815837	39909.0	0.0	0.0	0.0	0.0	
GCA_012070485.1	cow.phase1_scaffolds	Bos indicus x Bos taurus	Bos indicus x Bos taurus	Scaffold	ok	JAAIXW010000010.1:-:1	JAAIXW010000010.1	-	73139520.0	73159399.0	19880.0	6.0	5.855389892719457	1.0	3251.0	8581.716967815837	39880.0	0.0	0.0	0.0	0.0	
GCA_012922965.1	ASM1292296v1	Capreolus pygargus	Capreolus pygargus	Scaffold	error																	CalledProcessError: Command '['/usr/local/bin/datasets', 'download', 'genome', 'accession', 'GCA_012922965.1', '--include', 'genome', '--filename', '/home/morpheus/retraction_watch_plots/gprc6a/GPRC6A_Ruminantia/cache/genomes/GCA_012922965.1/GCA_012922965.1.zip', '--no-progressbar']' returned non-zero exit status 1.
GCA_013496395.1	ASM1349639v1	Giraffa tippelskirchi	Giraffa tippelskirchi	Chromosome	error																	CalledProcessError: Command '['/usr/local/bin/datasets', 'download', 'genome', 'accession', 'GCA_013496395.1', '--include', 'genome', '--filename', '/home/morpheus/retraction_watch_plots/gprc6a/GPRC6A_Ruminantia/cache/genomes/GCA_013496395.1/GCA_013496395.1.zip', '--no-progressbar']' returned non-zero exit status 1.
GCA_014182915.2	ARS_UOA_Gaur_1.1	Bos gaurus	Bos gaurus	Chromosome	error																	CalledProcessError: Command '['/usr/local/bin/datasets', 'download', 'genome', 'accession', 'GCA_014182915.2', '--include', 'genome', '--filename', '/home/morpheus/retraction_watch_plots/gprc6a/GPRC6A_Ruminantia/cache/genomes/GCA_014182915.2/GCA_014182915.2.zip', '--no-progressbar']' returned non-zero exit status 1.
GCA_014523465.1	CAU_Oori_1.0	Ovis orientalis	Ovis orientalis	Chromosome	ok	CM025421.1:-:1	CM025421.1	-	70545370.0	70565620.0	20251.0	6.0	5.81174785304632	1.0	2702.0	8513.724355913897	40251.0	0.0	0.0	0.0	0.0	
GCA_014726795.1	Odo_v1	Odocoileus virginianus	Odocoileus virginianus	Scaffold	ok	JAAVWD010001061.1:-:1	JAAVWD010001061.1	-	265697.0	286335.0	20639.0	6.0	5.849251199470406	1.0	2846.0	8539.375359841122	40639.0	0.0	0.0	0.0	0.0	
GCA_014754425.2	SCBI_Odam_1.1	Oryx dammah	Oryx dammah	Scaffold	ok	JABAEV010000004.1:+:1	JABAEV010000004.1	+	21324383.0	21344150.0	19768.0	6.0	5.816526825567228	1.0	2727.0	8517.65804767017	39768.0	0.0	0.0	0.0	0.0	
GCA_014898785.1	LSU_RangTar_1.0	Rangifer tarandus granti	Rangifer tarandus	Scaffold	error																	CalledProcessError: Command '['/usr/local/bin/datasets', 'download', 'genome', 'accession', 'GCA_014898785.1', '--include', 'genome', '--filename', '/home/morpheus/retraction_watch_plots/gprc6a/GPRC6A_Ruminantia/cache/genomes/GCA_014898785.1/GCA_014898785.1.zip', '--no-progressbar']' returned non-zero exit status 1.
GCA_014926565.1	Klec_v1.0	Kobus leche leche	Kobus leche	Scaffold	ok	JACEGT010019637.1:-:1	JACEGT010019637.1	-	1181716.0	1201733.0	20018.0	6.0	5.823789152973568	1.0	2663.0	8513.43674589207	40018.0	0.0	0.0	0.0	0.0	
GCA_015443085.1	Saanen_v1	Capra hircus	Capra hircus	Chromosome	ok	CM027058.1:+:1	CM027058.1	+	21043157.0	21062972.0	19816.0	6.0	5.9385925532667585	1.0	2700.0	8551.577765980028	39816.0	0.0	0.0	0.0	0.0	
GCA_015832495.2	NRM_Aalces_2_0.fsa	Alces alces	Alces alces	Scaffold	ok	JADEYB020000006.1:+:1	JADEYB020000006.1	+	47433048.0	47453224.0	20177.0	6.0	5.746158415965252	1.0	2826.0	8506.447524789575	40177.0	0.0	0.0	0.0	0.0	
GCA_016433095.1	ASM1643309v1	Hippotragus equinus	Hippotragus equinus	Scaffold	ok	JAEFBM010000762.1:-:1	JAEFBM010000762.1	-	349556.0	369318.0	19763.0	6.0	5.9385925532667585	1.0	2779.0	8559.477765980027	39763.0	0.0	0.0	0.0	0.0	
GCA_016772045.2	ARS-UI_Ramb_v3.0	Ovis aries	Ovis aries	Chromosome	ok	CM028711.1:+:1	CM028711.1	+	21046625.0	21066920.0	20296.0	6.0	5.816526825567228	1.0	2721.0	8517.058047670169	40296.0	0.0	0.0	0.0	0.0	
GCA_017311355.1	CVASU_Gayal_001	Bos frontalis	Bos frontalis	Contig	ok	JAFDUV010074763.1:+:1	JAFDUV010074763.1	+	1278.0	6307.0	5030.0	3.0	2.869869756171437	1.0	1651.0	4526.060926851432	16307.0	0.0	0.0	0.0	0.0	
GCA_017524585.1	CAU_O.aries_1.0	Ovis aries	Ovis aries	Chromosome	ok	CM029826.1:+:1	CM029826.1	+	21237016.0	21256771.0	19756.0	6.0	5.816526825567228	1.0	2714.0	8516.358047670168	39756.0	0.0	0.0	0.0	0.0	
GCA_017591445.1	ASM1759144v1	Giraffa camelopardalis rothschildi	Giraffa camelopardalis	Chromosome	error																	CalledProcessError: Command '['/usr/local/bin/datasets', 'download', 'genome', 'accession', 'GCA_017591445.1', '--include', 'genome', '--filename', '/home/morpheus/retraction_watch_plots/gprc6a/GPRC6A_Ruminantia/cache/genomes/GCA_017591445.1/GCA_017591445.1.zip', '--no-progressbar']' returned non-zero exit status 1.
GCA_018282235.1	ASM1828223v1	Giraffa camelopardalis antiquorum	Giraffa camelopardalis	Scaffold	ok	JABSTO010000005.1:-:1	JABSTO010000005.1	-	48699150.0	48719620.0	20471.0	6.0	5.971316927169937	1.0	3517.0	8643.095078150982	40471.0	0.0	0.0	0.0	0.0	
GCA_018282365.1	ARS-UCSC_bison1.0	Bos taurus x Bison bison	Bos taurus x Bison bison	Chromosome	ok	CM031126.1:+:1	CM031126.1	+	33727913.0	33747673.0	19761.0	6.0	5.823131828203328	1.0	3226.0	8569.539548460998	39761.0	0.0	0.0	0.0	0.0	
GCA_018282465.1	ARS_Simm1.0	Bos taurus x Bison bison	Bos taurus x Bison bison	Chromosome	ok	CM031156.1:+:1	CM031156.1	+	33904532.0	33924098.0	19567.0	6.0	5.855389892719457	1.0	3241.0	8580.716967815837	39567.0	0.0	0.0	0.0	0.0	
GCA_018357025.1	ASM1835702v1	Capra hircus	Capra hircus	Scaffold	no_blast_hit																	
GCA_018804185.1	NWAFU_Friesian_1.0	Ovis aries	Ovis aries	Chromosome	ok	CM032013.1:+:1	CM032013.1	+	21320076.0	21339711.0	19636.0	6.0	5.81174785304632	1.0	2698.0	8513.324355913895	39636.0	0.0	0.0	0.0	0.0	
GCA_019145175.1	ASM1914517v1	Ovis aries	Ovis aries	Chromosome	error																	CalledProcessError: Command '['/usr/local/bin/datasets', 'download', 'genome', 'accession', 'GCA_019145175.1', '--include', 'genome', '--filename', '/home/morpheus/retraction_watch_plots/gprc6a/GPRC6A_Ruminantia/cache/genomes/GCA_019145175.1/GCA_019145175.1.zip', '--no-progressbar']' returned non-zero exit status 1.
GCA_019320065.1	ASM1932006v1	Cervus canadensis	Cervus canadensis	Chromosome	ok	CM033210.1:+:1	CM033210.1	+	45812667.0	45828719.0	16053.0	5.0	4.957718175135211	1.0	2642.0	7251.515452540563	36053.0	0.0	0.0	0.0	0.0	
GCA_019593525.1	ASM1959352v1	Addax nasomaculatus	Addax nasomaculatus	Scaffold	ok	JAIEZW010000047.1:+:1	JAIEZW010000047.1	+	18305870.0	18325649.0	19780.0	6.0	5.816526825567228	1.0	2742.0	8519.15804767017	39780.0	2719.0	0.06835093011563599	6.0	2523.0	
GCA_019903745.2	ULRtarCaribou_2v2	Rangifer tarandus caribou	Rangifer tarandus	Chromosome	ok	CM056421.1:-:1	CM056421.1	-	27509658.0	27529235.0	19578.0	6.0	5.849251199470406	1.0	2852.0	8539.975359841123	39578.0	0.0	0.0	0.0	0.0	
GCA_019923925.1	NDDB_DH_1	Bubalus bubalis	Bubalus bubalis	Chromosome	error																	CalledProcessError: Command '['/usr/local/bin/datasets', 'download', 'genome', 'accession', 'GCA_019923925.1', '--include', 'genome', '--filename', '/home/morpheus/retraction_watch_plots/gprc6a/GPRC6A_Ruminantia/cache/genomes/GCA_019923925.1/GCA_019923925.1.zip', '--no-progressbar']' returned non-zero exit status 1.
GCA_019923935.1	NDDB_SH_1	Bubalus bubalis	Bubalus bubalis	Chromosome	ok	CM034280.1:-:1	CM034280.1	-	70377730.0	70397595.0	19866.0	4.0	3.9584826762246115	1.0	2594.0	5946.944802867383	39866.0	0.0	0.0	0.0	0.0	
GCA_019969365.1	SCBI_Ndam_1.0	Nanger dama ruficollis	Nanger dama	Scaffold	ok	JAHTZZ010000003.1:+:1	JAHTZZ010000003.1	+	72759467.0	72775059.0	15593.0	5.0	4.991935483870968	1.0	2844.0	7281.98064516129	35593.0	0.0	0.0	0.0	0.0	
GCA_020226025.1	ASM2022602v1	Muntiacus gongshanensis	Muntiacus gongshanensis	Scaffold	ok	JAGTXU010000020.1:+:1	JAGTXU010000020.1	+	19437709.0	19457749.0	20041.0	6.0	5.838941921119891	1.0	2813.0	8532.982576335966	40041.0	0.0	0.0	0.0	0.0	
GCA_020226045.1	ASM2022604v1	Muntiacus reevesi	Muntiacus reevesi	Chromosome	error																	CalledProcessError: Command '['/usr/local/bin/datasets', 'download', 'genome', 'accession', 'GCA_020226045.1', '--include', 'genome', '--filename', '/home/morpheus/retraction_watch_plots/gprc6a/GPRC6A_Ruminantia/cache/genomes/GCA_020226045.1/GCA_020226045.1.zip', '--no-progressbar']' returned non-zero exit status 1.
GCA_020226055.1	ASM2022605v1	Muntiacus crinifrons	Muntiacus crinifrons	Chromosome	ok	CM035242.1:-:1	CM035242.1	-	220233823.0	220253844.0	20022.0	6.0	5.838941921119891	1.0	2862.0	8537.882576335967	40022.0	0.0	0.0	0.0	0.0	
GCA_020226075.1	ASM2022607v1	Hydropotes inermis	Hydropotes inermis	Chromosome	ok	CM035290.1:+:1	CM035290.1	+	47611339.0	47630638.0	19300.0	6.0	5.80385096052178	1.0	2777.0	8518.855288156534	39300.0	10.0	0.0002544529262086514	1.0	10.0	
GCA_020276665.1	ASM2027666v1	Muntiacus crinifrons	Muntiacus crinifrons	Chromosome	ok	CM035238.1:-:1	CM035238.1	-	221840703.0	221859743.0	19041.0	6.0	5.835354477173702	1.0	2848.0	8535.40634315211	39041.0	0.0	0.0	0.0	0.0	
GCA_020976825.1	BYU_Ohem_2021	Odocoileus hemionus	Odocoileus hemionus	Chromosome	ok	CM037454.1:+:1	CM037454.1	+	30296572.0	30296771.0	200.0	0.0	0.18295964125560538	0.5	56.3	310.51789237668163	20200.0	0.0	0.0	0.0	0.0	
GCA_021018645.1	ASM2101864v1	Antilocapra americana	Antilocapra americana	Scaffold	ok	JAJJWP010002222.1:+:1	JAJJWP010002222.1	+	2073340.0	2092484.0	19145.0	6.0	5.97223653415895	1.0	3171.0	8608.770960247684	39145.0	0.0	0.0	0.0	0.0	
GCA_021018665.1	miluL	Elaphurus davidianus	Elaphurus davidianus	Scaffold	ok	JAJIZU010038648.1:+:1	JAJIZU010038648.1	+	1322075.0	1338942.0	16868.0	5.0	4.957718175135211	1.0	2655.0	7252.8154525405635	36868.0	0.0	0.0	0.0	0.0	
GCA_021018685.1	ASM2101868v1	Okapia johnstoni	Okapia johnstoni	Scaffold	ok	JAJJWQ010037022.1:+:1	JAJJWQ010037022.1	+	1596967.0	1617947.0	20981.0	6.0	5.971316927169937	1.0	3463.0	8637.69507815098	40981.0	2729.0	0.0665918352407213	3.0	2727.0	
GCA_021234555.1	ARS-LIC_NZ_Jersey	Bos taurus	Bos taurus	Chromosome	ok	CM037804.1:+:1	CM037804.1	+	33810762.0	33830641.0	19880.0	6.0	5.855389892719457	1.0	3238.0	8580.416967815836	39880.0	0.0	0.0	0.0	0.0	
GCA_021325815.1	ASM2132581v1	Ovis aries	Ovis aries	Scaffold	error																	CalledProcessError: Command '['/usr/local/bin/datasets', 'download', 'genome', 'accession', 'GCA_021325815.1', '--include', 'genome', '--filename', '/home/morpheus/retraction_watch_plots/gprc6a/GPRC6A_Ruminantia/cache/genomes/GCA_021325815.1/GCA_021325815.1.zip', '--no-progressbar']' returned non-zero exit status 1.
GCA_021325835.1	ASM2132583v1	Ovis aries	Ovis aries	Scaffold	error																	CalledProcessError: Command '['/usr/local/bin/datasets', 'download', 'genome', 'accession', 'GCA_021325835.1', '--include', 'genome', '--filename', '/home/morpheus/retraction_watch_plots/gprc6a/GPRC6A_Ruminantia/cache/genomes/GCA_021325835.1/GCA_021325835.1.zip', '--no-progressbar']' returned non-zero exit status 1.
GCA_021325855.1	ASM2132585v1	Ovis aries	Ovis aries	Scaffold	error																	CalledProcessError: Command '['/usr/local/bin/datasets', 'download', 'genome', 'accession', 'GCA_021325855.1', '--include', 'genome', '--filename', '/home/morpheus/retraction_watch_plots/gprc6a/GPRC6A_Ruminantia/cache/genomes/GCA_021325855.1/GCA_021325855.1.zip', '--no-progressbar']' returned non-zero exit status 1.
GCA_021325865.1	ASM2132586v1	Ovis aries	Ovis aries	Contig	error																	CalledProcessError: Command '['/usr/local/bin/datasets', 'download', 'genome', 'accession', 'GCA_021325865.1', '--include', 'genome', '--filename', '/home/morpheus/retraction_watch_plots/gprc6a/GPRC6A_Ruminantia/cache/genomes/GCA_021325865.1/GCA_021325865.1.zip', '--no-progressbar']' returned non-zero exit status 1.
GCA_021325875.1	ASM2132587v1	Ovis aries	Ovis aries	Scaffold	error																	CalledProcessError: Command '['/usr/local/bin/datasets', 'download', 'genome', 'accession', 'GCA_021325875.1', '--include', 'genome', '--filename', '/home/morpheus/retraction_watch_plots/gprc6a/GPRC6A_Ruminantia/cache/genomes/GCA_021325875.1/GCA_021325875.1.zip', '--no-progressbar']' returned non-zero exit status 1.
GCA_021325905.1	ASM2132590v1	Ovis aries	Ovis aries	Scaffold	ok	JAJTAG010000010.1:-:1	JAJTAG010000010.1	-	43414875.0	43435153.0	20279.0	6.0	5.816526825567228	1.0	2721.0	8517.058047670169	40279.0	0.0	0.0	0.0	0.0	
GCA_021325935.1	ASM2132593v1	Ovis aries	Ovis aries	Scaffold	ok	JAJTAF010000006.1:-:1	JAJTAF010000006.1	-	70315219.0	70335464.0	20246.0	6.0	5.816526825567228	1.0	2712.0	8516.15804767017	40246.0	0.0	0.0	0.0	0.0	
GCA_021326705.1	ASM2132670v1	Ovis aries	Ovis aries	Scaffold	ok	JAJTAI010000373.1:-:1	JAJTAI010000373.1	-	440163.0	459797.0	19635.0	6.0	5.81174785304632	1.0	2698.0	8513.324355913895	39635.0	0.0	0.0	0.0	0.0	
GCA_021326735.1	ASM2132673v1	Ovis aries	Ovis aries	Scaffold	ok	JAJTAH010000067.1:-:1	JAJTAH010000067.1	-	18284843.0	18305147.0	20305.0	6.0	5.816526825567228	1.0	2730.0	8517.958047670169	40305.0	0.0	0.0	0.0	0.0	
GCA_021326975.1	ASM2132697v1	Ovis aries	Ovis aries	Scaffold	ok	JAJTAK010000013.1:+:1	JAJTAK010000013.1	+	21500949.0	21521247.0	20299.0	6.0	5.816526825567228	1.0	2715.0	8516.458047670169	40299.0	0.0	0.0	0.0	0.0	
GCA_021327145.1	ASM2132714v1	Ovis aries	Ovis aries	Contig	ok	JAJTAJ010000779.1:-:1	JAJTAJ010000779.1	-	1804633.0	1824400.0	19768.0	6.0	5.81174785304632	1.0	2697.0	8513.224355913897	39768.0	0.0	0.0	0.0	0.0	
GCA_021327245.1	ASM2132724v1	Ovis aries	Ovis aries	Scaffold	error																	CalledProcessError: Command '['/usr/local/bin/datasets', 'download', 'genome', 'accession', 'GCA_021327245.1', '--include', 'genome', '--filename', '/home/morpheus/retraction_watch_plots/gprc6a/GPRC6A_Ruminantia/cache/genomes/GCA_021327245.1/GCA_021327245.1.zip', '--no-progressbar']' returned non-zero exit status 1.
GCA_021327285.1	ASM2132728v1	Ovis aries	Ovis aries	Scaffold	error																	CalledProcessError: Command '['/usr/local/bin/datasets', 'download', 'genome', 'accession', 'GCA_021327285.1', '--include', 'genome', '--filename', '/home/morpheus/retraction_watch_plots/gprc6a/GPRC6A_Ruminantia/cache/genomes/GCA_021327285.1/GCA_021327285.1.zip', '--no-progressbar']' returned non-zero exit status 1.
GCA_021327305.1	ASM2132730v1	Ovis aries	Ovis aries	Scaffold	ok	JAJTAO010000051.1:+:1	JAJTAO010000051.1	+	2720703.0	2740456.0	19754.0	6.0	5.81174785304632	1.0	2698.0	8513.324355913895	39754.0	0.0	0.0	0.0	0.0	
GCA_021327315.1	ASM2132731v1	Ovis aries	Ovis aries	Scaffold	ok	JAJTAN010000006.1:+:1	JAJTAN010000006.1	+	4571842.0	4592072.0	20231.0	6.0	5.816526825567228	1.0	2712.0	8516.15804767017	40231.0	0.0	0.0	0.0	0.0	
GCA_021327335.1	ASM2132733v1	Ovis aries	Ovis aries	Scaffold	ok	JAJTAQ010004928.1:-:1	JAJTAQ010004928.1	-	217108.0	236744.0	19637.0	6.0	5.81174785304632	1.0	2698.0	8513.324355913895	39637.0	0.0	0.0	0.0	0.0	
GCA_021327355.1	ASM2132735v1	Ovis aries	Ovis aries	Scaffold	ok	JAJTAP010000176.1:+:1	JAJTAP010000176.1	+	4521007.0	4540772.0	19766.0	6.0	5.81174785304632	1.0	2697.0	8513.224355913897	39766.0	0.0	0.0	0.0	0.0	
GCA_021327375.1	ASM2132737v1	Ovis aries	Ovis aries	Scaffold	ok	JAJTAR010000004.1:+:1	JAJTAR010000004.1	+	6750627.0	6770370.0	19744.0	6.0	5.81174785304632	1.0	2698.0	8513.324355913895	39744.0	0.0	0.0	0.0	0.0	
GCA_021327395.1	ASM2132739v1	Ovis aries	Ovis aries	Scaffold	ok	JAJTAA010000827.1:+:1	JAJTAA010000827.1	+	1314759.0	1334996.0	20238.0	6.0	5.816526825567228	1.0	2726.0	8517.558047670169	40238.0	0.0	0.0	0.0	0.0	
GCA_021327435.1	ASM2132743v1	Ovis aries	Ovis aries	Scaffold	error																	CalledProcessError: Command '['/usr/local/bin/datasets', 'download', 'genome', 'accession', 'GCA_021327435.1', '--include', 'genome', '--filename', '/home/morpheus/retraction_watch_plots/gprc6a/GPRC6A_Ruminantia/cache/genomes/GCA_021327435.1/GCA_021327435.1.zip', '--no-progressbar']' returned non-zero exit status 1.
GCA_021328935.1	ASM2132893v1	Ovis aries	Ovis aries	Scaffold	ok	JAJTAU010000064.1:-:1	JAJTAU010000064.1	-	20807643.0	20827946.0	20304.0	6.0	5.816526825567228	1.0	2721.0	8517.058047670169	40304.0	0.0	0.0	0.0	0.0	
GCA_021328945.1	ASM2132894v1	Ovis aries	Ovis aries	Scaffold	ok	JAJTAT010000091.1:+:1	JAJTAT010000091.1	+	4519552.0	4540167.0	20616.0	6.0	5.816526825567228	1.0	2721.0	8517.058047670169	40616.0	0.0	0.0	0.0	0.0	
GCA_021328955.1	ASM2132895v1	Ovis aries	Ovis aries	Contig	ok	JAJTAS010000042.1:-:1	JAJTAS010000042.1	-	15157647.0	15177395.0	19749.0	6.0	5.81174785304632	1.0	2698.0	8513.324355913895	39749.0	0.0	0.0	0.0	0.0	
GCA_021328995.1	ASM2132899v1	Ovis aries	Ovis aries	Scaffold	error																	CalledProcessError: Command '['/usr/local/bin/datasets', 'download', 'genome', 'accession', 'GCA_021328995.1', '--include', 'genome', '--filename', '/home/morpheus/retraction_watch_plots/gprc6a/GPRC6A_Ruminantia/cache/genomes/GCA_021328995.1/GCA_021328995.1.zip', '--no-progressbar']' returned non-zero exit status 1.
GCA_021347905.1	ARS-LIC_NZ_Holstein-Friesian_1	Bos taurus	Bos taurus	Chromosome	ok	CM038087.1:+:1	CM038087.1	+	33749671.0	33769234.0	19564.0	6.0	5.823131828203328	1.0	3220.0	8568.939548460998	39564.0	0.0	0.0	0.0	0.0	
GCA_021462335.1	ASM2146233v1	Ovibos moschatus	Ovibos moschatus	Scaffold	error																	CalledProcessError: Command '['/usr/local/bin/datasets', 'download', 'genome', 'accession', 'GCA_021462335.1', '--include', 'genome', '--filename', '/home/morpheus/retraction_watch_plots/gprc6a/GPRC6A_Ruminantia/cache/genomes/GCA_021462335.1/GCA_021462335.1.zip', '--no-progressbar']' returned non-zero exit status 1.
GCA_022244695.1	Oar_ARS-UKY_WhiteDorper_v1.0	Ovis aries	Ovis aries	Chromosome	error																	CalledProcessError: Command '['/usr/local/bin/datasets', 'download', 'genome', 'accession', 'GCA_022244695.1', '--include', 'genome', '--filename', '/home/morpheus/retraction_watch_plots/gprc6a/GPRC6A_Ruminantia/cache/genomes/GCA_022244695.1/GCA_022244695.1.zip', '--no-progressbar']' returned non-zero exit status 1.
GCA_022244705.1	Oar_ARS-UKY_Romanov_v1.0	Ovis aries	Ovis aries	Chromosome	ok	CM039353.1:+:1	CM039353.1	+	21204953.0	21225190.0	20238.0	6.0	5.816526825567228	1.0	2717.0	8516.65804767017	40238.0	0.0	0.0	0.0	0.0	
GCA_022376915.1	ASM2237691v1	Moschus berezovskii	Moschus berezovskii	Scaffold	error																	CalledProcessError: Command '['/usr/local/bin/datasets', 'download', 'genome', 'accession', 'GCA_022376915.1', '--include', 'genome', '--filename', '/home/morpheus/retraction_watch_plots/gprc6a/GPRC6A_Ruminantia/cache/genomes/GCA_022376915.1/GCA_022376915.1.zip', '--no-progressbar']' returned non-zero exit status 1.
